Code,Basin,Short Name,Recoveries,,
2MS24M19BBENT IS,SWVI,JFSPT BENT IS (M19B),2,,
2MS24P020BONI PT,SWVI,JFSPT BONI PT (P020),6,,
2MS24P020BOTA BE 03,SWVI,JFSPT BOTA BE (20-3),7,,
2MS24P020CHEA MR 05,SWVI,JFSPT CHEA MR (20-5),46,,
2MS24P020CHUR IS 05,SWVI,JFSPT CHUR IS (20-5),557,,
2MS24M153CHUR IS,SWVI,JFSPT CHUR IS [M153],4,,
2MS24P020CHUR PT 05,SWVI,JFSPT CHUR PT (20-5),364,,
2MS24P020CMPR BY 05,SWVI,JFSPT CMPR BY (20-5),1439,,
2MS24P020CP CALR 05,SWVI,JFSPT CP CALR (20-5),4,,
2MS24P020CREY PT 05,SWVI,JFSPT CREY PT (20-5),7,,
2MS24P020CRIS PT 05,SWVI,JFSPT CRIS PT (20-5),65,,
2MS24P020CUDL PT 05,SWVI,JFSPT CUDL PT (20-5),6,,
2MS24P020CULL CR 01,SWVI,JFSPT CULL CR (20-1),48,,
2MS24P020DONA IS 05,SWVI,JFSPT DONA IS (20-5),85,,
2MS24P020EAST PO 02,SWVI,JFSPT EAST PO (20-2),118,,
2MS24P020FRAZ IS 05,SWVI,JFSPT FRAZ IS (20-5),17,,
2MS24P020FREN BE 04,SWVI,JFSPT FREN BE (20-4),10,,
2MS24P020GORD BE 05,SWVI,JFSPT GORD BE (20-5),2,,
2MS24P020HAMM RK 03,SWVI,JFSPT HAMM RK (20-3),1,,
2MS24P020IRON BY 05,SWVI,JFSPT IRON BY (20-5),8,,
2MS24P020JORD RV 04,SWVI,JFSPT JORD RV (20-4),6,,
2MS24P020KELP BD 05,SWVI,JFSPT KELP BD (20-5),11,,
2MS24P020LOGA CR 01,SWVI,JFSPT LOGA CR (20-1),610,,
2MS24P020MUIR CR 05,SWVI,JFSPT MUIR CR (20-5),348,,
2MS24P020MUIR PT 05,SWVI,JFSPT MUIR PT (20-5),3,,
2MS24P020OBRI PT 05,SWVI,JFSPT OBRI PT (20-5),33,,
2MS24P020ORVE BY 05,SWVI,JFSPT ORVE BY (20-5),3,,
2MS24P020OTTE PT 05,SWVI,JFSPT OTTE PT (20-5),3525,,
2MS24P020OWEN PT 01,SWVI,JFSPT OWEN PT (20-1),411,,
2MS24P020,SWVI,JFSPT P020,1087,,
2MS24P020POSS PT 05,SWVI,JFSPT POSS PT (20-5),330,,
2MS24P020PROV CV 03,SWVI,JFSPT PROV CV (20-3),7,,
2MS24P020PR RENF 01,SWVI,JFSPT PR RENF (20-1),3544,,
2MS24P020PT N PT 04,SWVI,JFSPT PT N PT (20-4),59,,
2MS24P020SCRE IS 05,SWVI,JFSPT SCRE IS (20-5),1298,,
2MS24P020SHER PT 04,SWVI,JFSPT SHER PT (20-4),237,,
2MS24P020SN J PR 01,SWVI,JFSPT SN J PR (20-1),355,,
2MS24P020SN J PT 03,SWVI,JFSPT SN J PT (20-3),247,,
2MS24P020SOMB PT 03,SWVI,JFSPT SOMB PT (20-3),12,,
2MS24P020SONO PT,SWVI,JFSPT SONO PT (P020),4,,
2MS24P020SOOK BF 07,SWVI,JFSPT SOOK BF (20-7),435,,
2MS24P020SOOK BY 05,SWVI,JFSPT SOOK BY (20-5),16,,
2MS24P020SOOKE 07,SWVI,JFSPT SOOKE (20-7),4217,,
2MS24P020SOOK HA 06,SWVI,JFSPT SOOK HA (20-6),126,,
2MS24P020TRAP SH 05,SWVI,JFSPT TRAP SH (20-5),1100,,
2MS24P020TWENTY,SWVI,JFSPT TWENTY (P020),1606,,
2MS24P020WALB CR 01,SWVI,JFSPT WALB CR (20-1),176,,
2MS24P020WHIR BY 05,SWVI,JFSPT WHIR BY (20-5),621,,
2MS24P020WOOD NS,SWVI,JFSPT WOOD NS (P020),12,,
2MS14P020 000,SWVI,JFTR P020-000,12,,
2MS14P020 093,SWVI,JFTR P020-093,21,,
2MS14P020 104,SWVI,JFTR P020-104,2,,
2MN09H003 546,SWVI,NN H003-546,42,,
2MS01H025 526,SWVI,NWTR H025-526,395,,
2MS20H025 660,SWVI,NWVN H025-660,6,,
2FS99NWVIR1905,SWVI,R-BURMAN R,73,,
2FS99SWVIR0453,SWVI,R-KENNEDY R LOW,72,,
2FS99SWVIR0170,SWVI,R-KENNEDY R UP,3,,
2FS99SWVIR0388,SWVI,R-KOOTOWIS CR,2,,
2FS99SWVIR0413,SWVI,R-NAHMINT R,51,,
2FS99SWVIR0114,SWVI,R-NITINAT R,2045,,
2FS99SWVIR0104,SWVI,R-ROBERTSON CR,6308,,
2FS99SWVIR0093,SWVI,R-SAN JUAN R,544,,
2FS99SWVIR1388,SWVI,R-SARITA R,85,,
2FS99SWVIR0490,SWVI,R-SOOKE R,100,,
2FS99SWVIR0128,SWVI,R-THORNTON CR,2942,,
2FS99SWVIR2706,SWVI,R-TOQUART R,2,,
2FS99SWVIR2062,SWVI,R-TRANQUILLE CR,1,,
2MS02H021 000,SWVI,SWTR H021-000,11838,,
2MS02H021 048,SWVI,SWTR H021-048,203,,
2MS02H021 052,SWVI,SWTR H021-052,8440,,
2MS02H021 053,SWVI,SWTR H021-053,658,,
2MS02H021 176,SWVI,SWTR H021-176,9,,
2MS02H021 516,SWVI,SWTR H021-516,7,,
2MS02H021 518,SWVI,SWTR H021-518,361,,
2MS02H023 000,SWVI,SWTR H023-000,37695,,
2MS02H023 054,SWVI,SWTR H023-054,85,,
2MS02H023 055,SWVI,SWTR H023-055,1495,,
2MS02H023 056,SWVI,SWTR H023-056,2582,,
2MS02H023 057,SWVI,SWTR H023-057,1249,,
2MS02H023 058,SWVI,SWTR H023-058,11378,,
2MS02H023 059,SWVI,SWTR H023-059,25004,,
2MS02H023 073,SWVI,SWTR H023-073,353,,
2MS02H023 109,SWVI,SWTR H023-109,6173,,
2MS02H023 113,SWVI,SWTR H023-113,1026,,
2MS02H023 177,SWVI,SWTR H023-177,974,,
2MS02H023 178,SWVI,SWTR H023-178,1411,,
2MS02H023 179,SWVI,SWTR H023-179,19,,
2MS02H023 228,SWVI,SWTR H023-228,260,,
2MS02H023 229,SWVI,SWTR H023-229,189,,
2MS02H023 230,SWVI,SWTR H023-230,880,,
2MS02H023 231,SWVI,SWTR H023-231,93,,
2MS02H023 232,SWVI,SWTR H023-232,20,,
2MS02H023 233,SWVI,SWTR H023-233,137,,
2MS02H023 234,SWVI,SWTR H023-234,1591,,
2MS02H023 235,SWVI,SWTR H023-235,82,,
2MS02H023 236,SWVI,SWTR H023-236,355,,
2MS02H023 521,SWVI,SWTR H023-521,61,,
2MS02H023 605,SWVI,SWTR H023-605,422,,
2MS02H023 625,SWVI,SWTR H023-625,278,,
2MS02H023 733,SWVI,SWTR H023-733,2,,
2MS02H023 739,SWVI,SWTR H023-739,722,,
2MS02H023 741,SWVI,SWTR H023-741,1428,,
2MS02H023 742,SWVI,SWTR H023-742,638,,
2MS02H023 743,SWVI,SWTR H023-743,194,,
2MS02H023 744,SWVI,SWTR H023-744,56,,
2MS02H023 745,SWVI,SWTR H023-745,58,,
2MS02H023 805,SWVI,SWTR H023-805,319,,
2MS02H023 806,SWVI,SWTR H023-806,61,,
2MS02H024 000,SWVI,SWTR H024-000,15923,,
2MS02H024 060,SWVI,SWTR H024-060,1716,,
2MS02H024 061,SWVI,SWTR H024-061,1356,,
2MS02H024 062,SWVI,SWTR H024-062,7645,,
2MS02H024 063,SWVI,SWTR H024-063,401,,
2MS02H024 064,SWVI,SWTR H024-064,2199,,
2MS02H024 065,SWVI,SWTR H024-065,731,,
2MS02H024 108,SWVI,SWTR H024-108,3508,,
2MS02H024 181,SWVI,SWTR H024-181,1474,,
2MS02H024 182,SWVI,SWTR H024-182,47,,
2MS02H024 237,SWVI,SWTR H024-237,149,,
2MS02H024 238,SWVI,SWTR H024-238,196,,
2MS02H024 239,SWVI,SWTR H024-239,18,,
2MS02H024 240,SWVI,SWTR H024-240,399,,
2MS02H024 242,SWVI,SWTR H024-242,178,,
2MS02H024 243,SWVI,SWTR H024-243,64,,
2MS02H024 244,SWVI,SWTR H024-244,1538,,
2MS02H024 245,SWVI,SWTR H024-245,132,,
2MS02H024 246,SWVI,SWTR H024-246,342,,
2MS02H024 525,SWVI,SWTR H024-525,705,,
2MS02H024 602,SWVI,SWTR H024-602,841,,
2MS02H024 603,SWVI,SWTR H024-603,41,,
2MS02H024 604,SWVI,SWTR H024-604,319,,
2MS02H024 676,SWVI,SWTR H024-676,95,,
2MS02H024 749,SWVI,SWTR H024-749,34,,
2MS02H024 750,SWVI,SWTR H024-750,191,,
2MS02H024 751,SWVI,SWTR H024-751,286,,
2MS02H024 752,SWVI,SWTR H024-752,74,,
2MS02H024 753,SWVI,SWTR H024-753,9,,
2MS02H024 803,SWVI,SWTR H024-803,6,,
2MS02H024 804,SWVI,SWTR H024-804,11,,
2MS02M053 000,SWVI,SWTR M053-000,2067,,
2MS02M109 000,SWVI,SWTR M109-000,72,,
2MS02M109 383,SWVI,SWTR M109-383,256,,
2MS02M109 384,SWVI,SWTR M109-384,41,,
2MS02M111 000,SWVI,SWTR M111-000,17776,,
2MS02M111 328,SWVI,SWTR M111-328,35,,
2MS02M111 331,SWVI,SWTR M111-331,162,,
2MS02M111 332,SWVI,SWTR M111-332,143,,
2MS02M111 333,SWVI,SWTR M111-333,78,,
2MS02M111 334,SWVI,SWTR M111-334,362,,
2MS02M111 335,SWVI,SWTR M111-335,203,,
2MS02M111 336,SWVI,SWTR M111-336,1604,,
2MS02M111 337,SWVI,SWTR M111-337,131,,
2MS02M111 338,SWVI,SWTR M111-338,101,,
2MS02M111 339,SWVI,SWTR M111-339,187,,
2MS02M111 340,SWVI,SWTR M111-340,339,,
2MS02M111 342,SWVI,SWTR M111-342,1227,,
2MS02M114 000,SWVI,SWTR M114-000,30100,,
2MS02M114 344,SWVI,SWTR M114-344,2,,
2MS02M114 346,SWVI,SWTR M114-346,146,,
2MS02M114 347,SWVI,SWTR M114-347,581,,
2MS02M114 348,SWVI,SWTR M114-348,393,,
2MS02M114 349,SWVI,SWTR M114-349,214,,
2MS02M114 350,SWVI,SWTR M114-350,156,,
2MS02M114 351,SWVI,SWTR M114-351,298,,
2MS02M114 352,SWVI,SWTR M114-352,140,,
2MS02M114 353,SWVI,SWTR M114-353,43,,
2MS02M114 354,SWVI,SWTR M114-354,191,,
2MS02M114 355,SWVI,SWTR M114-355,19,,
2MS02M114 356,SWVI,SWTR M114-356,49,,
2MS02M114 357,SWVI,SWTR M114-357,271,,
2MS02M114 358,SWVI,SWTR M114-358,47,,
2MS02M114 359,SWVI,SWTR M114-359,98,,
2MS02M114 360,SWVI,SWTR M114-360,36,,
2MS02M114 361,SWVI,SWTR M114-361,39,,
2MS02M114 362,SWVI,SWTR M114-362,105,,
2MS02M114 363,SWVI,SWTR M114-363,281,,
2MS02M114 364,SWVI,SWTR M114-364,92,,
2MS02M114 675,SWVI,SWTR M114-675,16,,
2MS02M114 746,SWVI,SWTR M114-746,2003,,
2MS02M114 747,SWVI,SWTR M114-747,5,,
2MS02M114 748,SWVI,SWTR M114-748,281,,
2MS02M114 810,SWVI,SWTR M114-810,67,,
2MS02M23B 000,SWVI,SWTR M23B-000,221,,
2MS02M401 000,SWVI,SWTR M401-000,183,,
2MS02M402 000,SWVI,SWTR M402-000,3,,
2MS02P123 000,SWVI,SWTR P123-000,1311,,
2MS02P124 000,SWVI,SWTR P124-000,125,,
2MS63H023 056,SWVI,SWVN(EX23A) H023-056,18,,
2MS63H023 179,SWVI,SWVN(EX23A) H023-179,8,,
2MS63M23B 000,SWVI,SWVN(EX23A) M23B-000,13,,
2MS21H021 000,SWVI,SWVN H021-000,1537,,
2MS21H021 176,SWVI,SWVN H021-176,544,,
2MS21H021 379,SWVI,SWVN H021-379,1120,,
2MS21H021 516,SWVI,SWVN H021-516,4,,
2MS21H021 517,SWVI,SWVN H021-517,20,,
2MS21H021 518,SWVI,SWVN H021-518,4,,
2MS21H023 000,SWVI,SWVN H023-000,1097,,
2MS21H023 054,SWVI,SWVN H023-054,2925,,
2MS21H023 056,SWVI,SWVN H023-056,1948,,
2MS21H023 057,SWVI,SWVN H023-057,3,,
2MS21H023 073,SWVI,SWVN H023-073,4,,
2MS21H023 113,SWVI,SWVN H023-113,1,,
2MS21H023 179,SWVI,SWVN H023-179,30,,
2MS21H023 519,SWVI,SWVN H023-519,114,,
2MS21H023 523,SWVI,SWVN H023-523,14,,
2MS21H023 599,SWVI,SWVN H023-599,1,,
2MS21H023 625,SWVI,SWVN H023-625,255,,
2MS21H024 000,SWVI,SWVN H024-000,3,,
2MS21H024 062,SWVI,SWVN H024-062,1,,
2MS21M114 000,SWVI,SWVN M114-000,7,,
2MS21P022 000,SWVI,SWVN P022-000,27,,
2MSTSH024 000,SWVI,TAAQS H024-000,36,,
2MSTSH024 181,SWVI,TAAQS H024-181,17,,
2MSTSH024 182,SWVI,TAAQS H024-182,13,,
2MSTSH024 525,SWVI,TAAQS H024-525,49,,
2MSTSH024 602,SWVI,TAAQS H024-602,52,,
2MSTSH024 752,SWVI,TAAQS H024-752,6,,
2MSTSH024 803,SWVI,TAAQS H024-803,185,,
2MSTSH024 804,SWVI,TAAQS H024-804,57,,
2MSTSM23B 000,SWVI,TAAQS M23B-000,1,,
2MSTSM401 000,SWVI,TAAQS M401-000,2,,
2MSTSP024 000,SWVI,TAAQS P024-000,129,,
2MSTSP123 000,SWVI,TAAQS P123-000,2,,
2MSTSP124 000,SWVI,TAAQS P124-000,507,,
2MS24020 020-000,SWVI,WA SPORT IN AREA 20,1534,,
2MS27M23BADAM RK 05,SWVI,WSPT ADAM RK (23-5),9,,
2MS27M23BAGUI PT 04,SWVI,WSPT AGUI PT (23-4),45,,
2MS27P024AHOUSAT 04,SWVI,WSPT AHOUSAT (24-4),4,,
2MS27H024AHOUSAT,SWVI,WSPT AHOUSAT [H024],2,,
2MS27P124AHOUSAT,SWVI,WSPT AHOUSAT (P124),1,,
2MS27M23BALLE PT 06,SWVI,WSPT ALLE PT (23-6),5,,
2MS27M23BALLE RK 11,SWVI,WSPT ALLE RK (23-11),54,,
2MS27M23BAL R IS 06,SWVI,WSPT AL R IS (23-6),6,,
2MS27P123AMPH BK 03,SWVI,WSPT AMPH BK (123-3),334,,
2MS27M23BASSI IS 04,SWVI,WSPT ASSI IS (23-4),93,,
2MS27M23BAUST IS 08,SWVI,WSPT AUST IS (23-8),489,,
2MS27M23BBAER RK 05,SWVI,WSPT BAER RK (23-5),4,,
2MS27H23BBAMFIEL,SWVI,WSPT BAMFIEL [H23B],681,,
2MS27M23BBAMFIEL,SWVI,WSPT BAMFIEL (M23B),1465,,
2MS27P123BAMFIEL,SWVI,WSPT BAMFIEL (P123),368,,
2MS27P123BAMFIEO 02,SWVI,WSPT BAMFIEO (123-2),8,,
2MS27H23BBAMFIEU,SWVI,WSPT BAMFIEU [H23B],4,,
2MS27M23BBARK SD 08,SWVI,WSPT BARK SD (23-8),1221,,
2MS27P123BARK SD,SWVI,WSPT BARK SD (P123),315,,
2MS27P123BARK SO,SWVI,WSPT BARK SO (P123),5,,
2MS27P124BARN RK 03,SWVI,WSPT BARN RK (124-3),6,,
2MS27P124BART IS 03,SWVI,WSPT BART IS (124-3),31,,
2MS27P024BART IS,SWVI,WSPT BART IS (P024),48,,
2MS27M23BBEAR BY 04,SWVI,WSPT BEAR BY (23-4),106,,
2MS27M23BBEG IS 11,SWVI,WSPT BEG IS (23-11),73,,
2MS27P123BEG IS,SWVI,WSPT BEG IS (P123),61,,
2MS27M23BBENS IS 08,SWVI,WSPT BENS IS (23-8),3,,
2MS27M23BBERN PT 03,SWVI,WSPT BERN PT (23-3),5,,
2MS27P123BIG BK 08,SWVI,WSPT BIG BK (123-8),11746,,
2MS27P024BLUN IS 08,SWVI,WSPT BLUN IS (24-8),141,,
2MS27P124BLUN IS,SWVI,WSPT BLUN IS (P124),53,,
2MS27P121BONI PT 01,SWVI,WSPT BONI PT (121-1),13,,
2MS27M23BBORD IT 07,SWVI,WSPT BORD IT (23-7),75,,
2MS27P124BOX IS 01,SWVI,WSPT BOX IS (124-1),16,,
2MS27P124BRAB CH,SWVI,WSPT BRAB CH (P124),6,,
2MS27M23BBRAD BE 07,SWVI,WSPT BRAD BE (23-7),31,,
2MS27M23BBROK GR 08,SWVI,WSPT BROK GR (23-8),39,,
2MS27P024BROW PS 09,SWVI,WSPT BROW PS (24-9),1,,
2MS27H025BURD PU,SWVI,WSPT BURD PU [H025],1,,
2MS27P024BURG IT 06,SWVI,WSPT BURG IT (24-6),20,,
2MS27M23BCANO IS 08,SWVI,WSPT CANO IS (23-8),4,,
2MS27M23BCAPS IS 08,SWVI,WSPT CAPS IS (23-8),44,,
2MS27P021CARM PT,SWVI,WSPT CARM PT (P021),70,,
2MS27P024CATFACE 07,SWVI,WSPT CATFACE (24-7),26,,
2MS27H024CATFACE,SWVI,WSPT CATFACE [H024],2,,
2MS27P024CHETARP 06,SWVI,WSPT CHETARP (24-6),1,,
2MS27M23BCHRI BY 04,SWVI,WSPT CHRI BY (23-4),3,,
2MS27M23BCHUP PT 04,SWVI,WSPT CHUP PT (23-4),23,,
2MS27P124CLAY SD 03,SWVI,WSPT CLAY SD (124-3),7,,
2MS27P024CLAY SD,SWVI,WSPT CLAY SD (P024),3,,
2MS27P124CLEL IS 03,SWVI,WSPT CLEL IS (124-3),133,,
2MS27P024CLFF PT 04,SWVI,WSPT CLFF PT (24-4),172,,
2MS27H024CLFF PT,SWVI,WSPT CLFF PT [H024],2,,
2MS27M23BCLFT PT 04,SWVI,WSPT CLFT PT (23-4),1,,
2MS27M23BCONG IS 04,SWVI,WSPT CONG IS (23-4),27,,
2MS27P024COOM BK 06,SWVI,WSPT COOM BK (24-6),6,,
2MS27H024COW BAY,SWVI,WSPT COW BAY [H024],1,,
2MS27P124COX PT,SWVI,WSPT COX PT (P124),15,,
2MS27P123CP BEAL 01,SWVI,WSPT CP BEAL (123-1),355,,
2MS27M23BCP BEAL,SWVI,WSPT CP BEAL (M23B),346,,
2MS27H23BCP BEAO,SWVI,WSPT CP BEAO [H23B],7,,
2MS27M23BCREE IS 08,SWVI,WSPT CREE IS (23-8),608,,
2MS27P123CREE IS,SWVI,WSPT CREE IS (P123),30,,
2MS27M23BCROS PT 05,SWVI,WSPT CROS PT (23-5),4,,
2MS27M23BCROW IS 11,SWVI,WSPT CROW IS (23-11),187,,
2MS27P123CROW IS,SWVI,WSPT CROW IS (P123),22,,
2MS27M23BDANV IT 04,SWVI,WSPT DANV IT (23-4),154,,
2MS27M23BDIAN IS 07,SWVI,WSPT DIAN IS (23-7),11,,
2MS27M23BDIPL IS 05,SWVI,WSPT DIPL IS (23-5),500,,
2MS27M23BDIXO IS 04,SWVI,WSPT DIXO IS (23-4),29,,
2MS27M23BECOO PT 04,SWVI,WSPT ECOO PT (23-4),3,,
2MS27M23BEFFI IN 06,SWVI,WSPT EFFI IN (23-6),7,,
2MS27H23BEFFI IO,SWVI,WSPT EFFI IO [H23B],1,,
2MS27M23BEFFI IS 08,SWVI,WSPT EFFI IS (23-8),256,,
2MS27H23BELLI IO,SWVI,WSPT ELLI IO [H23B],4,,
2MS27M23BELLI IT 04,SWVI,WSPT ELLI IT (23-4),65,,
2MS27P024FCHA CH 06,SWVI,WSPT FCHA CH (24-6),3,,
2MS27P123FING BK 08,SWVI,WSPT FING BK (123-8),18,,
2MS27P123FIVE BK 01,SWVI,WSPT FIVE BK (123-1),116,,
2MS27M23BFLEM IS 04,SWVI,WSPT FLEM IS (23-4),389,,
2MS27P124FLOR BY 01,SWVI,WSPT FLOR BY (124-1),74,,
2MS27P123FLOR BY,SWVI,WSPT FLOR BY (P123),67,,
2MS27P024FLOR IS 04,SWVI,WSPT FLOR IS (24-4),1,,
2MS27H024FLOR IS 04,SWVI,WSPT FLOR IS [24-4],5,,
2MS27H024FLOR IS,SWVI,WSPT FLOR IS [H024],4,,
2MS27P124FLOR IS,SWVI,WSPT FLOR IS (P124),9,,
2MS27P124FLRC IT 01,SWVI,WSPT FLRC IT (124-1),31,,
2MS27H024FLRC IT,SWVI,WSPT FLRC IT [H024],18,,
2MS27P123FLRC IT,SWVI,WSPT FLRC IT (P123),32,,
2MS27P025FLYN CV 13,SWVI,WSPT FLYN CV (25-13),1,,
2MS27H025FLYN CV,SWVI,WSPT FLYN CV [H025],1,,
2MS27M23BFOLG IS 07,SWVI,WSPT FOLG IS (23-7),101,,
2MS27P123FOLG IS,SWVI,WSPT FOLG IS (P123),2,,
2MS27M23BFORB IS 11,SWVI,WSPT FORB IS (23-11),7,,
2MS27P123FRTN BK 02,SWVI,WSPT FRTN BK (123-2),59,,
2MS27M23BFRY IS 05,SWVI,WSPT FRY IS (23-5),1,,
2MS27M23BG BE RK 11,SWVI,WSPT G BE RK (23-11),381,,
2MS27P123G BE RK,SWVI,WSPT G BE RK (P123),93,,
2MS27H23BG BE RO,SWVI,WSPT G BE RO [H23B],1,,
2MS27P123GEOR FR 03,SWVI,WSPT GEOR FR (123-3),5,,
2MS27H23BGEOR FR,SWVI,WSPT GEOR FR [H23B],3,,
2MS27M23BGEOR FR,SWVI,WSPT GEOR FR (M23B),4,,
2MS27M23BGIBR IS 08,SWVI,WSPT GIBR IS (23-8),27,,
2MS27P124GOWL RK 03,SWVI,WSPT GOWL RK (124-3),56,,
2MS27P024GRIC BY 09,SWVI,WSPT GRIC BY (24-9),2,,
2MS27H027GRNT BO,SWVI,WSPT GRNT BO [H027],4,,
2MS27H021,SWVI,WSPT H021,13,,
2MS27H023,SWVI,WSPT H023,28,,
2MS27H024,SWVI,WSPT H024,112,,
2MS27H23B,SWVI,WSPT H23B,1284,,
2MS27M23BHAGG CV 03,SWVI,WSPT HAGG CV (23-3),4,,
2MS27M23BHARO IT 06,SWVI,WSPT HARO IT (23-6),3,,
2MS27M23BHEDD RF,SWVI,WSPT HEDD RF (M23B),2,,
2MS27M23BHELB IS 07,SWVI,WSPT HELB IS (23-7),7,,
2MS27P124HOBB IT,SWVI,WSPT HOBB IT (P124),4,,
2MS27M23BHOLF BY 05,SWVI,WSPT HOLF BY (23-5),33,,
2MS27M23BHOWA PT 08,SWVI,WSPT HOWA PT (23-8),63,,
2MS27P024H SP CV 02,SWVI,WSPT H SP CV (24-2),17,,
2MS27H024H SP CV,SWVI,WSPT H SP CV [H024],1,,
2MS27P123HUMP RF 03,SWVI,WSPT HUMP RF (123-3),1,,
2MS27M23BHWEL IS 08,SWVI,WSPT HWEL IS (23-8),10,,
2MS27P124HYSO BK 01,SWVI,WSPT HYSO BK (124-1),871,,
2MS27M23BIMPE CH 07,SWVI,WSPT IMPE CH (23-7),24,,
2MS27M23BJANI RF,SWVI,WSPT JANI RF (M23B),28,,
2MS27P123JENN RF 03,SWVI,WSPT JENN RF (123-3),1,,
2MS27M23BJENN RF,SWVI,WSPT JENN RF (M23B),1,,
2MS27P123KEEH BY 01,SWVI,WSPT KEEH BY (123-1),32,,
2MS27H23BKEEH BY,SWVI,WSPT KEEH BY [H23B],5,,
2MS27M23BKELP BY 04,SWVI,WSPT KELP BY (23-4),85,,
2MS27M23BKILDONA 03,SWVI,WSPT KILDONA (23-3),4,,
2MS27M23BKIRB IS 10,SWVI,WSPT KIRB IS (23-10),4,,
2MS27M23BKIRB PT 07,SWVI,WSPT KIRB PT (23-7),1010,,
2MS27M23BKNGE IS 07,SWVI,WSPT KNGE IS (23-7),203,,
2MS27P024KUTC IT 06,SWVI,WSPT KUTC IT (24-6),17,,
2MS27P024KUTC PT 06,SWVI,WSPT KUTC PT (24-6),3,,
2MS27P024LAWR IT 06,SWVI,WSPT LAWR IT (24-6),7,,
2MS27M23BLAWT PT 07,SWVI,WSPT LAWT PT (23-7),8,,
2MS27M23BLEAC IT 07,SWVI,WSPT LEAC IT (23-7),5,,
2MS27H024LENN IO,SWVI,WSPT LENN IO [H024],1,,
2MS27P124LENN IS 03,SWVI,WSPT LENN IS (124-3),69,,
2MS27P124LENN IS 08,SWVI,WSPT LENN IS (24-8),1,,
2MS27H024LENN IS,SWVI,WSPT LENN IS [H024],1,,
2MS27P124LENN IS,SWVI,WSPT LENN IS (P124),15,,
2MS27P123LIGH BK 05,SWVI,WSPT LIGH BK (123-5),1251,,
2MS27M23BLIGH BK,SWVI,WSPT LIGH BK (M23B),24,,
2MS27M23BLINK IS 05,SWVI,WSPT LINK IS (23-5),16,,
2MS27P123LITT BE 05,SWVI,WSPT LITT BE (123-5),119,,
2MS27P124LONG BE 03,SWVI,WSPT LONG BE (124-3),3495,,
2MS27M23BLOUD CH 11,SWVI,WSPT LOUD CH (23-11),2,,
2MS27P123LOUD CO 03,SWVI,WSPT LOUD CO (123-3),5,,
2MS27M23BLYAL PT 08,SWVI,WSPT LYAL PT (23-8),75,,
2MS27M23B,SWVI,WSPT M23B,2017,,
2MS27M401,SWVI,WSPT M401,280,,
2MS27M402,SWVI,WSPT M402,67,,
2MS27P024MACK BE 08,SWVI,WSPT MACK BE (24-8),5,,
2MS27M23BMAHK RK 06,SWVI,WSPT MAHK RK (23-6),9,,
2MS27P123MARA RK 03,SWVI,WSPT MARA RK (123-3),41,,
2MS27P123MARA RK 11,SWVI,WSPT MARA RK (23-11),4,,
2MS27P123MARA RK,SWVI,WSPT MARA RK (P123),18,,
2MS27H23BMARA RO,SWVI,WSPT MARA RO [H23B],1,,
2MS27M23BMARE BF 07,SWVI,WSPT MARE BF (23-7),394,,
2MS27P024MATL NA 10,SWVI,WSPT MATL NA (24-10),5,,
2MS27M23BMAYN BY 09,SWVI,WSPT MAYN BY (23-9),75,,
2MS27P123MAYN BY,SWVI,WSPT MAYN BY (P123),8,,
2MS27H024MCKA RF,SWVI,WSPT MCKA RF [H024],1,,
2MS27M23BMILL PN 07,SWVI,WSPT MILL PN (23-7),19,,
2MS27P024MONK IT 06,SWVI,WSPT MONK IT (24-6),24,,
2MS27P024MOSR PT 08,SWVI,WSPT MOSR PT (24-8),44,,
2MS27H024MOSR PT,SWVI,WSPT MOSR PT [H024],1,,
2MS27M23BMUTI PT 03,SWVI,WSPT MUTI PT (23-3),2,,
2MS27M23BNANA IT 04,SWVI,WSPT NANA IT (23-4),176,,
2MS27M23BNETT IS 08,SWVI,WSPT NETT IS (23-8),5,,
2MS27M23BNEWC CH 11,SWVI,WSPT NEWC CH (23-11),7,,
2MS27P021NITI BR,SWVI,WSPT NITI BR (P021),23,,
2MS27P022NITI BR,SWVI,WSPT NITI BR (P022),2,,
2MS27P022NITI LK,SWVI,WSPT NITI LK (P022),32,,
2MS27P021NITINAT,SWVI,WSPT NITINAT (P021),320,,
2MS27P121NITINAT,SWVI,WSPT NITINAT (P121),23,,
2MS27P022NITI RV,SWVI,WSPT NITI RV (P022),14,,
2MS27M23BOHIA IT 07,SWVI,WSPT OHIA IT (23-7),9,,
2MS27P021,SWVI,WSPT P021,117,,
2MS27P022,SWVI,WSPT P022,4,,
2MS27P024,SWVI,WSPT P024,255,,
2MS27P121,SWVI,WSPT P121,735,,
2MS27P123,SWVI,WSPT P123,6929,,
2MS27P124,SWVI,WSPT P124,1590,,
2MS27P123PACH BY 01,SWVI,WSPT PACH BY (123-1),9,,
2MS27P123PACH PT 01,SWVI,WSPT PACH PT (123-1),19,,
2MS27P121PACH PT,SWVI,WSPT PACH PT (P121),13,,
2MS27M23BPILL PT 06,SWVI,WSPT PILL PT (23-6),1261,,
2MS27M23BPINN RK 08,SWVI,WSPT PINN RK (23-8),17,,
2MS27H23BPINN RU,SWVI,WSPT PINN RU [H23B],3,,
2MS27P124PLOV RF 03,SWVI,WSPT PLOV RF (124-3),12,,
2MS27P024PLOV RF,SWVI,WSPT PLOV RF (P024),17,,
