"statArea","year","month","week","weeklyCatch","weeklyEffort"
"25",2013,5,19,0,0
"25",2013,5,20,0,0
"25",2013,11,45,0,0
"25",2013,11,46,0,0
"25",2013,11,47,0,0
"25",2013,11,48,0,0
"25",2013,12,48,0,0
"25",2013,12,49,0,0
"25",2013,12,50,0,0
"25",2013,12,51,0,0
"25",2013,12,52,0,0
"25",2013,12,53,0,0
"25",2014,1,1,0,0
"25",2014,1,2,0,0
"25",2014,1,3,0,0
"25",2014,1,4,0,0
"25",2014,1,5,0,0
"25",2014,2,5,0,0
"25",2014,2,6,0,0
"25",2014,2,7,0,0
"25",2014,2,8,0,0
"25",2014,2,9,0,0
"25",2014,3,9,0,0
"25",2014,3,10,0,0
"25",2014,3,11,0,0
"25",2014,4,16,30,1
"25",2014,4,17,0,0
"25",2014,4,18,0,0
"25",2014,5,18,0,0
"25",2014,5,19,0,0
"25",2014,5,20,0,0
"25",2014,5,21,0,0
"25",2014,5,22,0,0
"25",2014,11,45,0,0
"25",2014,11,46,0,0
"25",2014,11,47,0,0
"25",2014,11,48,0,0
"25",2014,12,48,0,0
"25",2014,12,49,0,0
"25",2014,12,50,0,0
"25",2014,12,51,0,0
"25",2014,12,52,0,0
"25",2014,12,53,0,0
"25",2015,1,1,0,0
"25",2015,1,2,0,0
"25",2015,1,3,0,0
"25",2015,1,4,0,0
"25",2015,1,5,0,0
"25",2015,2,5,0,0
"25",2015,2,6,0,0
"25",2015,2,7,0,0
"25",2015,2,8,0,0
"25",2015,2,9,0,0
"25",2015,3,9,0,0
"25",2015,3,10,0,0
"25",2015,3,11,0,0
"25",2015,4,16,0,0
"25",2015,4,17,0,0
"25",2015,4,18,0,0
"25",2015,5,18,58,4
"25",2015,5,19,0,0
"25",2015,5,20,0,0
"25",2015,5,21,0,0
"25",2015,5,22,0,0
"25",2015,6,22,0,0
"25",2015,11,44,0,0
"25",2015,11,45,0,0
"25",2015,11,46,0,0
"25",2015,11,47,0,0
"25",2015,11,48,0,0
"25",2015,12,48,0,0
"25",2015,12,49,0,0
"25",2015,12,50,0,0
"25",2015,12,51,0,0
"25",2015,12,52,0,0
"25",2015,12,53,0,0
"26",2007,1,1,0,0
"26",2007,1,2,0,0
"26",2007,1,3,20,1
"26",2007,1,4,32,1
"26",2007,1,5,0,0
"26",2007,2,5,0,0
"26",2007,2,6,0,0
"26",2007,2,7,0,0
"26",2007,2,8,0,0
"26",2007,2,9,0,0
"26",2007,3,9,0,0
"26",2007,3,10,0,0
"26",2007,3,11,0,0
"26",2007,3,12,0,0
"26",2007,3,13,0,0
"26",2007,4,13,0,0
"26",2007,4,14,0,0
"26",2007,4,15,0,0
"26",2007,4,16,0,0
"26",2007,4,17,14,2
"26",2007,4,18,0,0
"26",2007,5,18,0,0
"26",2007,5,19,0,0
"26",2007,5,20,0,0
"26",2007,5,21,0,0
"26",2007,5,22,0,0
"26",2007,6,22,0,0
"26",2007,6,23,0,0
"26",2007,6,24,0,0
"26",2007,6,25,0,0
"26",2008,1,3,5,1
"26",2008,1,4,8,1
"26",2008,1,5,0,0
"26",2008,2,5,0,0
"26",2008,2,6,0,0
"26",2008,2,7,0,0
"26",2008,2,8,0,0
"26",2008,2,9,5,1
"26",2008,3,9,0,0
"26",2008,4,16,0,0
"26",2008,4,17,0,0
"26",2008,4,18,0,0
"26",2008,5,18,0,0
"26",2008,5,19,0,0
"26",2008,5,20,0,0
"26",2008,5,21,0,0
"26",2008,5,22,0,0
"26",2008,6,22,0,0
"26",2008,6,23,0,0
"26",2008,6,24,0,0
"26",2008,12,49,65,1
"26",2009,1,1,0,0
"26",2009,1,2,0,0
"26",2009,1,3,0,0
"26",2009,1,4,0,0
"26",2009,1,5,0,0
"26",2009,2,5,0,0
"26",2009,2,6,0,0
"26",2009,2,7,0,0
"26",2009,2,8,0,0
"26",2009,2,9,0,0
"26",2009,3,9,0,0
"26",2009,3,10,0,0
"26",2009,3,11,0,0
"26",2009,4,16,0,0
"26",2009,4,17,0,0
"26",2009,4,18,0,0
"26",2009,5,18,0,0
"26",2009,5,19,0,0
"26",2009,5,20,0,0
"26",2009,5,21,0,0
"26",2009,6,22,0,0
"26",2009,6,23,0,0
"26",2010,4,16,0,0
"26",2010,4,17,55,3
"26",2010,4,18,30,1
"26",2010,5,18,26,1
"26",2010,5,19,0,0
"26",2010,5,20,0,0
"26",2010,5,21,0,0
"26",2010,6,22,0,0
"26",2010,6,23,44,1
"26",2011,1,1,0,0
"26",2011,2,8,0,0
"26",2011,2,9,0,0
"26",2011,3,9,0,0
"26",2011,3,10,0,0
"26",2011,3,11,0,0
"26",2011,4,16,0,0
"26",2011,4,17,0,0
"26",2011,5,18,331,2
"26",2011,5,19,0,0
"26",2011,5,20,0,0
"26",2011,6,23,0,0
"26",2011,6,24,0,0
"26",2011,11,46,0,0
"26",2011,11,47,0,0
"26",2011,11,48,0,0
"26",2011,12,48,0,0
"26",2011,12,49,0,0
"26",2011,12,50,0,0
"26",2011,12,51,0,0
"26",2011,12,52,0,0
"26",2011,12,53,0,0
"26",2012,1,1,0,0
"26",2012,1,2,0,0
"26",2012,1,3,0,0
"26",2012,1,4,0,0
"26",2012,1,5,0,0
"26",2012,2,5,0,0
"26",2012,2,6,0,0
"26",2012,2,7,0,0
"26",2012,2,8,0,0
"26",2012,2,9,0,0
"26",2012,3,9,0,0
"26",2012,3,10,0,0
"26",2012,3,11,0,0
"26",2012,4,16,0,0
"26",2012,4,17,0,0
"26",2012,5,18,0,0
"26",2012,5,19,0,0
"26",2012,5,20,0,0
"26",2012,11,47,0,0
"26",2012,11,48,0,0
"26",2012,12,48,0,0
"26",2012,12,49,0,0
"26",2012,12,50,0,0
"26",2012,12,51,0,0
"26",2012,12,52,0,0
"26",2012,12,53,0,0
"26",2013,1,1,0,0
"26",2013,1,2,0,0
"26",2013,1,3,0,0
"26",2013,1,4,0,0
"26",2013,1,5,0,0
"26",2013,2,5,0,0
"26",2013,2,6,0,0
"26",2013,2,7,0,0
"26",2013,2,8,0,0
"26",2013,2,9,0,0
"26",2013,3,9,0,0
"26",2013,3,10,0,0
"26",2013,3,11,0,0
"26",2013,4,17,3,1
"26",2013,4,18,0,0
"26",2013,5,18,0,0
"26",2013,5,19,0,0
"26",2013,5,20,0,0
"26",2013,11,45,0,0
"26",2013,11,46,0,0
"26",2013,11,47,0,0
"26",2013,11,48,0,0
"26",2013,12,48,0,0
"26",2013,12,49,0,0
"26",2013,12,50,0,0
"26",2013,12,51,0,0
"26",2013,12,52,0,0
"26",2013,12,53,0,0
"26",2014,1,1,0,0
"26",2014,1,2,0,0
"26",2014,1,3,0,0
"26",2014,1,4,0,0
"26",2014,1,5,0,0
"26",2014,2,5,0,0
"26",2014,2,6,0,0
"26",2014,2,7,0,0
"26",2014,2,8,0,0
"26",2014,2,9,0,0
"26",2014,3,9,0,0
"26",2014,3,10,0,0
"26",2014,3,11,0,0
"26",2014,4,16,0,0
"26",2014,4,17,0,0
"26",2014,4,18,0,0
"26",2014,5,18,0,0
"26",2014,5,19,0,0
"26",2014,5,20,0,0
"26",2014,5,21,0,0
"26",2014,5,22,0,0
"26",2014,11,45,0,0
"26",2014,11,46,0,0
"26",2014,11,47,0,0
"26",2014,11,48,0,0
"26",2014,12,48,0,0
"26",2014,12,49,0,0
"26",2014,12,50,0,0
"26",2014,12,51,0,0
"26",2014,12,52,0,0
"26",2014,12,53,0,0
"26",2015,1,1,0,0
"26",2015,1,2,0,0
"26",2015,1,3,0,0
"26",2015,1,4,0,0
"26",2015,1,5,0,0
"26",2015,2,5,0,0
"26",2015,2,6,0,0
"26",2015,2,7,0,0
"26",2015,2,8,0,0
"26",2015,2,9,0,0
"26",2015,3,9,0,0
"26",2015,3,10,0,0
"26",2015,3,11,0,0
"26",2015,4,16,0,0
"26",2015,4,17,0,0
"26",2015,4,18,0,0
"26",2015,5,18,0,0
"26",2015,5,19,0,0
"26",2015,5,20,0,0
"26",2015,5,21,0,0
"26",2015,5,22,31,1
"26",2015,6,22,0,0
"26",2015,11,44,0,0
"26",2015,11,45,0,0
"26",2015,11,46,0,0
"26",2015,11,47,0,0
"26",2015,11,48,0,0
"26",2015,12,48,0,0
"26",2015,12,49,0,0
"26",2015,12,50,0,0
"26",2015,12,51,0,0
"26",2015,12,52,0,0
"26",2015,12,53,0,0
"27",2007,1,1,0,0
"27",2007,1,2,0,0
"27",2007,1,3,0,1
"27",2007,1,4,0,0
"27",2007,1,5,0,0
"27",2007,2,5,0,1
"27",2007,2,6,29,7
"27",2007,2,7,0,0
"27",2007,2,8,1,1
"27",2007,2,9,0,0
"27",2007,3,9,1,1
"27",2007,3,10,0,0
"27",2007,3,11,0,0
"27",2007,3,12,0,0
"27",2007,3,13,0,0
"27",2007,4,13,0,0
"27",2007,4,14,0,0
"27",2007,4,15,0,0
"27",2007,4,16,0,0
"27",2007,4,17,0,0
"27",2007,4,18,17,1
"27",2007,5,18,0,0
"27",2007,5,19,0,0
"27",2007,5,20,0,0
"27",2007,5,21,0,0
"27",2007,5,22,0,0
"27",2007,6,22,0,0
"27",2007,6,23,0,0
"27",2007,6,24,0,0
"27",2007,6,25,0,0
"27",2008,1,3,0,0
"27",2008,1,4,0,0
"27",2008,1,5,0,0
"27",2008,2,5,0,0
"27",2008,2,6,0,0
"27",2008,2,7,0,0
"27",2008,2,8,0,0
"27",2008,2,9,0,0
"27",2008,3,9,0,0
"27",2008,4,16,0,0
"27",2008,4,17,0,0
"27",2008,4,18,0,0
"27",2008,5,18,0,0
"27",2008,5,19,24,2
"27",2008,5,20,0,0
"27",2008,5,21,0,0
"27",2008,5,22,0,0
"27",2008,6,22,0,0
"27",2008,6,23,0,0
"27",2008,6,24,0,0
"27",2008,12,49,3,2
"27",2009,1,1,0,0
"27",2009,1,2,3,5
"27",2009,1,3,16,6
"27",2009,1,4,7,3
"27",2009,1,5,0,0
"27",2009,2,5,0,0
"27",2009,2,6,0,2
"27",2009,2,7,2,2
"27",2009,2,8,0,0
"27",2009,2,9,0,0
"27",2009,3,9,0,0
"27",2009,3,10,0,1
"27",2009,3,11,0,1
"27",2009,4,16,0,0
"27",2009,4,17,3,3
"27",2009,4,18,0,0
"27",2009,5,18,1,1
"27",2009,5,19,0,0
"27",2009,5,20,0,0
"27",2009,5,21,0,0
"27",2009,6,22,0,0
"27",2009,6,23,0,0
"27",2010,4,16,1,2
"27",2010,4,17,9,2
"27",2010,4,18,0,0
"27",2010,5,18,0,0
"27",2010,5,19,44,2
"27",2010,5,20,53,3
"27",2010,5,21,0,0
"27",2010,6,22,0,0
"27",2010,6,23,56,2
"27",2011,1,1,0,0
"27",2011,2,8,0,0
"27",2011,2,9,0,0
"27",2011,3,9,0,0
"27",2011,3,10,0,0
"27",2011,3,11,0,0
"27",2011,4,16,122,3
"27",2011,4,17,7,1
"27",2011,5,18,0,0
"27",2011,5,19,84,5
"27",2011,5,20,170,4
"27",2011,6,23,0,0
"27",2011,6,24,0,0
"27",2011,11,46,0,0
"27",2011,11,47,0,0
"27",2011,11,48,0,0
"27",2011,12,48,0,0
"27",2011,12,49,0,0
"27",2011,12,50,0,0
"27",2011,12,51,0,0
"27",2011,12,52,0,0
"27",2011,12,53,0,0
"27",2012,1,1,0,0
"27",2012,1,2,0,0
"27",2012,1,3,0,0
"27",2012,1,4,0,0
"27",2012,1,5,0,0
"27",2012,2,5,0,0
"27",2012,2,6,0,0
"27",2012,2,7,1,1
"27",2012,2,8,2,1
"27",2012,2,9,0,0
"27",2012,3,9,0,0
"27",2012,3,10,0,0
"27",2012,3,11,0,0
"27",2012,4,16,0,0
"27",2012,4,17,138,4
"27",2012,5,18,148,4
"27",2012,5,19,31,1
"27",2012,5,20,0,0
"27",2012,11,47,0,0
"27",2012,11,48,0,0
"27",2012,12,48,0,0
"27",2012,12,49,0,0
"27",2012,12,50,0,0
"27",2012,12,51,2,1
"27",2012,12,52,1,2
"27",2012,12,53,0,0
"27",2013,1,1,0,0
"27",2013,1,2,0,0
"27",2013,1,3,1,1
"27",2013,1,4,0,0
"27",2013,1,5,0,0
"27",2013,2,5,0,0
"27",2013,2,6,0,0
"27",2013,2,7,0,0
"27",2013,2,8,1,1
"27",2013,2,9,0,0
"27",2013,3,9,0,0
"27",2013,3,10,0,0
"27",2013,3,11,0,0
"27",2013,4,17,7,2
"27",2013,4,18,0,0
"27",2013,5,18,8,1
"27",2013,5,19,0,0
"27",2013,5,20,0,0
"27",2013,11,45,0,0
"27",2013,11,46,0,0
"27",2013,11,47,0,0
"27",2013,11,48,0,0
"27",2013,12,48,0,0
"27",2013,12,49,0,0
"27",2013,12,50,0,0
"27",2013,12,51,0,0
"27",2013,12,52,0,0
"27",2013,12,53,0,0
"27",2014,1,1,0,0
"27",2014,1,2,0,0
"27",2014,1,3,0,0
"27",2014,1,4,0,0
"27",2014,1,5,0,0
"27",2014,2,5,0,0
"27",2014,2,6,0,0
"27",2014,2,7,0,0
"27",2014,2,8,0,0
"27",2014,2,9,0,0
"27",2014,3,9,0,0
"27",2014,3,10,0,0
"27",2014,3,11,0,0
"27",2014,4,16,0,0
"27",2014,4,17,0,0
"27",2014,4,18,0,0
"27",2014,5,18,28,2
"27",2014,5,19,53,2
"27",2014,5,20,0,0
"27",2014,5,21,0,0
"27",2014,5,22,0,0
"27",2014,11,45,0,0
"27",2014,11,46,24,8
"27",2014,11,47,0,0
"27",2014,11,48,0,0
"27",2014,12,48,0,0
"27",2014,12,49,0,0
"27",2014,12,50,0,0
"27",2014,12,51,0,0
"27",2014,12,52,0,0
"27",2014,12,53,0,0
"27",2015,1,1,0,0
"27",2015,1,2,0,0
"27",2015,1,3,0,0
"27",2015,1,4,0,0
"27",2015,1,5,0,0
"27",2015,2,5,0,0
"27",2015,2,6,0,0
"27",2015,2,7,0,0
"27",2015,2,8,1,1
"27",2015,2,9,0,0
"27",2015,3,9,0,0
"27",2015,3,10,0,0
"27",2015,3,11,0,0
"27",2015,4,16,0,0
"27",2015,4,17,65,3
"27",2015,4,18,7,1
"27",2015,5,18,35,4
"27",2015,5,19,24,2
"27",2015,5,20,0,0
"27",2015,5,21,29,2
"27",2015,5,22,36,2
"27",2015,6,22,59,2
"27",2015,11,44,0,2
"27",2015,11,45,0,1
"27",2015,11,46,0,0
"27",2015,11,47,0,0
"27",2015,11,48,0,0
"27",2015,12,48,0,0
"27",2015,12,49,0,0
"27",2015,12,50,0,0
"27",2015,12,51,0,0
"27",2015,12,52,0,0
"27",2015,12,53,0,0
