record_code,format_version,submission_date,reporting_agency,sampling_agency,recovery_id,species,run_year,recovery_date,recovery_date_type,period_type,period,fishery,gear,adclip_selective_fishery,estimation_level,recovery_location_code,sampling_site,recorded_mark,sex,weight,weight_code,weight_type,length,length_code,length_type,detection_method,tag_status,tag_code,tag_type,sequential_number,sequential_column_number,sequential_row_number,catch_sample_id,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,estimated_number,recovery_location_name,record_origin,release_location_state,release_location_rmis_region,release_location_rmis_basin,hatchery_location_name,stock_location_name,brood_year,run,hatchery_location_code,stock_location_code,last_release_date_year
"R","4.1","20200124","CDFO","CDFO","S1114622","1","2014","20140622","R","5","06","40","07","N","3","2MS23P017GERA IS 18",,"5000",,,,,"710","0","1","V","1","635681","12",,,,"00231606","6",,,,,,"4.81","GSPTS GERA IS (17-18)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1114634","1","2014","20140607","R","5","06","40","07","N","3","2MS23P017GERA IS 18",,"5000",,,,,"750","0","1","V","1","181569","12",,,,"00231606","6",,,,,,"4.81","GSPTS GERA IS (17-18)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S1114740","1","2014","20140611","R","5","06","40","07","N","3","2MS23P017NECK PT 21",,"5000",,,,,"940","0","1","V","1","181592","12",,,,"00231606","6",,,,,,"4.81","GSPTS NECK PT (17-21)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S1114966","1","2014","20140615","R","5","06","40","07","N","3","2MS24P020PT N PT 04",,"5000",,,,,,,,"V","1","181384","12",,,,"00241606","6",,,,,,"6.08","JFSPT PT N PT (20-4)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Low","2010","2","2FS  TOMFH1958","2FS  TOMFS0161","2011"
"R","4.1","20200124","CDFO","CDFO","S1118101","1","2014","20140609","R","5","06","40","07","N","3","2MS61P013CAMP RV 05",,"5000",,,,,"690","0","1","V","1","635769","12",,,,"00611606","6",,,,,,"2.42","JSSSPTCAMP RV (13-5)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2010","1","3F10208  031421 H","3F10208  030176 S","2011"
"R","4.1","20200124","CDFO","CDFO","S1118119","1","2014","20140611","R","5","06","40","07","N","3","2MS62P015GRAN RF 02",,"5000",,,,,"760","0","1","V","1","636099","12",,,,"00621606","3",,,,,,"4","GSSPTCGRAN RF (15-2)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2011","3","3F10107  030017 H","3F10107  030017 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1118123","1","2014","20140612","R","5","06","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"690","0","1","V","1","181979","12",,,,"00611606","6",,,,,,"2.42","JSSSPTCP MUDG (13-2)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S1118124","1","2014","20140611","R","5","06","40","07","N","3","2MS61P013QUAD IS 03",,"5000",,,,,"840","0","1","V","1","181679","12",,,,"00611606","6",,,,,,"2.42","JSSSPTQUAD IS (13-3)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S1118128","1","2014","20140530","R","5","05","40","07","N","3","2MS62P014SENT SH 13",,"5000",,,,,"900","0","1","V","1","181591","12",,,,"00621605","3",,,,,,"4","GSSPTCSENT SH (14-13)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2010","3","2FS  GSVIH0100","2FS  GSVIS0100","2011"
"R","4.1","20200124","CDFO","CDFO","S1118129","1","2014","20140530","R","5","05","40","07","N","3","2MS62P014SENT SH 13",,"5000",,,,,"750","0","1","V","1","181399","12",,,,"00621605","3",,,,,,"4","GSSPTCSENT SH (14-13)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2010","3","2FS  GSVIH0118","2FS  GSVIS0118","2011"
"R","4.1","20200124","CDFO","CDFO","S1118146","1","2014","20140606","R","5","06","40","07","N","3","2MS61P013CP MUDG 02",,"5000",,,,,"730","0","1","V","1","181191","12",,,,"00611606","6",,,,,,"2.42","JSSSPTCP MUDG (13-2)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S1118147","1","2014","20140602","R","5","06","40","07","N","3","2MS61P013CAMP RV 05",,"5000",,,,,"690","0","1","V","1","181566","12",,,,"00611606","6",,,,,,"2.42","JSSSPTCAMP RV (13-5)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S1118149","1","2014","20140610","R","5","06","40","07","N","3","2MS62P014KITT BE 13",,"5000",,,,,"650","0","1","V","1","182385","12",,,,"00621606","3",,,,,,"4","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S1118806","1","2014","20140601","R","5","06","40","07","N","3","2MS23P017FIVE FI 12",,"5000",,,,,"640","0","1","V","1","635681","12",,,,"00231606","6",,,,,,"4.81","GSPTS FIVE FI (17-12)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1118810","1","2014","20140527","R","5","05","40","07","N","3","2MS23P017FIVE FI 12",,"5000",,,,,"630","0","1","V","1","181979","12",,,,"00231605","3",,,,,,"4.04","GSPTS FIVE FI (17-12)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S1118815","1","2014","20140523","R","5","05","40","07","N","3","2MS23P017CLAR RK 12",,"5000",,,,,,,,"V","1","181584","12",,,,"00231605","3",,,,,,"4.04","GSPTS CLAR RK (17-12)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S1120305","1","2014","20140610","R","5","06","40","07","N","3","2MS27M23BSAND IS 04",,"5000",,,,,"630","0","1","V","1","635681","12",,,,"00271606","6",,,,,,"6.37","WSPT  SAND IS (23-4)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1120425","1","2014","20140525","R","5","05","40","07","N","3","2MS27H23BBAMFIEL",,"5000",,,,,"690","0","1","V","1","211005","12",,,,"00271605","3",,,,,,"4","WSPT  BAMFIEL [H23B]","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1126700","1","2014","20140611","R","5","06","40","07","N","3","2MS24P020OWEN PT 01",,"5000",,,,,"710","0","1","V","1","054590","12",,,,"00241606","6",,,,,,"6.08","JFSPT OWEN PT (20-1)","N","WA","CECR","WIND","LTL WHITE SALMON NFH","SPRING CR    29.0159","2010","3","3F42001  290131 H02","3F42001  290159 S","2011"
"R","4.1","20200124","CDFO","CDFO","S1126726","1","2014","20140608","R","5","06","40","07","N","3","2MS24P020OWEN PT 01",,"5000",,,,,,,,"V","1","181694","12",,,,"00241606","6",,,,,,"6.08","JFSPT OWEN PT (20-1)","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2010","3","2FS  SWVIH0104","2FS  SWVIS0104","2011"
"R","4.1","20200124","CDFO","CDFO","S1126743","1","2014","20140605","R","5","06","40","07","N","3","2MS24P020PR RENF 01",,"5000",,,,,"580","0","1","V","1","068768","12",,,,"00241606","6",,,,,,"6.08","JFSPT PR RENF (20-1)","N","CA","SAFA","SACR","NIMBUS FISH HATCHERY","AMERICAN RIVER","2010","3","6FCSAAMN NBFH","6FCSAAMN","2011"
"R","4.1","20200124","CDFO","CDFO","S1126744","1","2014","20140605","R","5","06","40","07","N","3","2MS24P020PR RENF 01",,"5000",,,,,"660","0","1","V","1","090567","12",,,,"00241606","6",,,,,,"6.08","JFSPT PR RENF (20-1)","N","OR","LOCR","YOCL","BIG CR HATCHERY","BIG CR HATCHERY","2011","3","5F33202  H2     21","5F332    13","2012"
"R","4.1","20200124","CDFO","CDFO","S1126801","1","2014","20140605","R","5","06","40","07","N","3","2MS24P020TWENTY",,"5000",,,,,,,,"V","1","090520","13",,,,"00241606","6",,,,,,"6.08","JFSPT TWENTY (P020)","N","OR","LOCR","WILL","MARION FORKS HATCH","SANTIAM R N FK","2010","1","5F33316  H16    21","5F333    21","2012"
"R","4.1","20200124","CDFO","CDFO","S1126803","1","2014","20140606","R","5","06","40","07","N","3","2MS24P020CMPR BY 05",,"5000",,,,,,,,"V","1","182385","12",,,,"00241606","6",,,,,,"6.08","JFSPT CMPR BY (20-5)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S1126808","1","2014","20140610","R","5","06","40","07","N","3","2MS27P121SWIF BK 02",,"5000",,,,,"760","0","1","V","1","635371","12",,,,"00271606","6",,,,,,"6.37","WSPT  SWIF BK (121-2)","N","WA","UPCR","MEOK",,"METHOW & OKANOGAN","2009","2",,"3F42001         S67","2011"
"R","4.1","20200124","CDFO","CDFO","S1126809","1","2014","20140610","R","5","06","40","07","N","3","2MS27P021CARM PT",,"5000",,,,,"510","0","1","V","1","181891","12",,,,"00271606","6",,,,,,"6.37","WSPT  CARM PT (P021)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S1126849","1","2014","20140614","R","5","06","40","07","N","3","2MS24P020PR RENF 01",,"5000",,,,,,,,"V","1","055399","12",,,,"00241606","6",,,,,,"6.08","JFSPT PR RENF (20-1)","N","WA","CECR","WIND","SPRING CR NFH","SPRING CR    29.0159","2011","3","3F42001  290159 H","3F42001  290159 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1151614","1","2014","20140610","R","5","06","40","07","N","3","2MS27P123BIG BK  08",,"5000",,,,,,,,"V","1","635371","12",,,,"00271606","6",,,,,,"6.37","WSPT  BIG BK (123-8)","N","WA","UPCR","MEOK",,"METHOW & OKANOGAN","2009","2",,"3F42001         S67","2011"
"R","4.1","20200124","CDFO","CDFO","S1151648","1","2014","20140617","R","5","06","40","07","N","3","2MS27P123BIG BK  08",,"5000",,,,,,,,"V","1","635698","12",,,,"00271606","6",,,,,,"6.37","WSPT  BIG BK (123-8)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2010","3","3F10107  030017 H","3F10107  030017 S","2011"
"R","4.1","20200124","CDFO","CDFO","S527461","1","2014","20140711","R","5","07","40","07","N","3","2MS27H024TWFOURO",,"5000",,,,,"840","0","1","V","1","635595","12",,,,"00271607","6",,,,,,"6.73","WSPT  TWFOURO [H024]","N","WA","LOCR","COWL","NORTH TOUTLE HATCHERY","TOUTLE R     26.0227","2010","3","3F42001  260323 H","3F42001  260227 S","2011"
"R","4.1","20200124","CDFO","CDFO","S564748","1","2014","20140701","R","5","07","40","07","N","3","2MS23P017GALI IS 02",,"5000",,,,,"620","0","1","V","1","636099","12",,,,"00231607","3",,,,,,"2","GSPTS GALI IS (17-2)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2011","3","3F10107  030017 H","3F10107  030017 S","2012"
"R","4.1","20200124","CDFO","CDFO","S583690","1","2014","20140706","R","5","07","40","07","N","3","2MS27P121",,"5000",,,,,,,,"V","1","181979","12",,,,"00271607","6",,,,,,"6.73","WSPT         P121","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S794977","1","2014","20140628","R","5","06","40","07","N","3","2MS24P020OBRI PT 05",,"5000",,,,,"830","0","1","V","1","181384","12",,,,"00241606","6",,,,,,"6.08","JFSPT OBRI PT (20-5)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Low","2010","2","2FS  TOMFH1958","2FS  TOMFS0161","2011"
"R","4.1","20200124","CDFO","CDFO","S794986","1","2014","20140630","R","5","06","40","07","N","3","2MS24P020SCRE IS 05",,"5000",,,,,"1070","0","1","V","1","636199","12",,,,"00241606","6",,,,,,"6.08","JFSPT SCRE IS (20-5)","N","WA","LOCR","LEWI","FALLERT CR HATCHERY","KALAMA R     27.0002","2011","3","3F42001  270017 H","3F42001  270002 S","2012"
"R","4.1","20200124","CDFO","CDFO","S794988","1","2014","20140708","R","5","07","40","07","N","3","2MS24P020FRAZ IS 05",,"5000",,,,,"840","0","1","V","1","181381","12",,,,"00241607","6",,,,,,"3.99","JFSPT FRAZ IS (20-5)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Low","2010","2","2FS  TOMFH1958","2FS  TOMFS0161","2011"
"R","4.1","20200124","CDFO","CDFO","S795199","1","2014","20140701","R","5","07","40","07","N","3","2MS27H23BBAMFIEL",,"5000",,,,,,,,"V","1","068752","12",,,,"00271607","6",,,,,,"6.73","WSPT  BAMFIEL [H23B]","N","CA","CECA","SFBA","FEATHER R HATCHERY","FEATHER R HATCHERY","2010","3","6FCSAFEA FRFH","6FCSAFEA FRFH","2011"
"R","4.1","20200124","CDFO","CDFO","S796285","1","2014","20140703","R","5","07","40","07","N","3","2MS24P020ALDR PT 05",,"5000",,,,,"810","0","1","V","1","181369","12",,,,"00241607","6",,,,,,"3.99","JFSPT ALDR PT (20-5)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Middle","2010","2","2FS  TOMFH1958","2FS  TOMFS1958","2011"
"R","4.1","20200124","CDFO","CDFO","S803622","1","2014","20140630","R","5","06","40","07","N","3","2MS27M23BPILL PT 06",,"5000",,,,,"600","0","1","V","1","211016","12",,,,"00271606","6",,,,,,"6.37","WSPT  PILL PT (23-6)","N","WA","MPS","EKPN","GORST CR REARING PND","MINTER CR    15.0048","2011","3","3F10510  150216 H","3F10513  150048 S","2012"
"R","4.1","20200124","CDFO","CDFO","S803757","1","2014","20140628","R","5","06","40","07","N","3","2MS23P017NANAIMO 14",,"5000",,,,,"910","0","1","V","1","210958","12",,,,"00231606","6",,,,,,"4.81","GSPTS NANAIMO (17-14)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2010","2","3F10308  050254AH","3F10308  050135 S","2011"
"R","4.1","20200124","CDFO","CDFO","S803821","1","2014","20140629","R","5","06","40","07","N","3","2MS24M19BHAML PT 05",,"5000",,,,,"760","0","1","V","1","181370","12",,,,"00241606","6",,,,,,"6.08","JFSPT HAML PT (19-5)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Middle","2010","2","2FS  TOMFH1958","2FS  TOMFS1958","2011"
"R","4.1","20200124","CDFO","CDFO","S804461","1","2014","20140629","R","5","06","40","07","N","3","2MS27H23BBAMFIEL",,"5000",,,,,"610","0","1","V","1","636095","12",,,,"00271606","6",,,,,,"6.37","WSPT  BAMFIEL [H23B]","N","WA","SPS","EKPS","MINTER CR HATCHERY","WHITE R      10.0031","2011","1","3F10513  150048 H","3F10511  100031 S","2012"
"R","4.1","20200124","CDFO","CDFO","S777578","1","2014","20140706","R","5","07","40","07","N","3","2MS24P020CULL CR 01",,"5000",,,,,,,,"V","1","210963","12",,,,"00241607","6",,,,,,"3.99","JFSPT CULL CR (20-1)","N","WA","MPS","EKPN","GROVERS CR HATCHERY","GROVERS CR   15.0299","2010","3","3F10510  150299 H","3F10510  150299 S","2011"
"R","4.1","20200124","CDFO","CDFO","S777581","1","2014","20140707","R","5","07","40","07","N","3","2MS24P020",,"5000",,"8.16","1","1","810","0","1","V","1","181371","12",,,,"00241607","6",,,,,,"3.99","JFSPT        P020","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Middle","2010","2","2FS  TOMFH1958","2FS  TOMFS1958","2011"
"R","4.1","20200124","CDFO","CDFO","S777582","1","2014","20140707","R","5","07","40","07","N","3","2MS24P020",,"5000",,"4.99","1","1","740","0","1","V","1","181482","12",,,,"00241607","6",,,,,,"3.99","JFSPT        P020","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2010","3","2FS  SWVIH0104","2FS  SWVIS0104","2011"
"R","4.1","20200124","CDFO","CDFO","S777596","1","2014","20140712","R","5","07","40","07","N","3","2MS27P121",,"5000","F","2.95","1","1","610","0","1","V","1","181982","12",,,,"00271607","6",,,,,,"6.73","WSPT         P121","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S780208","1","2014","20140717","R","5","07","40","07","N","3","2MS24P020OTTE PT 05",,"5000",,,,,,,,"V","1","635593","12",,,,"00241607","6",,,,,,"3.99","JFSPT OTTE PT (20-5)","N","WA","HOOD","SKDO","HOODSPORT HATCHERY","FINCH CR     16.0222","2010","3","3F10412  160222 H","3F10412  160222 S","2012"
"R","4.1","20200124","CDFO","CDFO","S780225","1","2014","20140705","R","5","07","40","07","N","3","2MS24P020SOOKE   07",,"5000",,,,,"790","0","1","V","1","182383","12",,,,"00241607","6",,,,,,"3.99","JFSPT SOOKE (20-7)","N","BC","FRTH","LOTR","H-Spius Creek H","S-Nicola R","2010","1","2FS  TOMMH0160","2FS  TOMMS0253","2012"
"R","4.1","20200124","CDFO","CDFO","S782933","1","2014","20140622","R","5","06","40","07","N","3","2MS27P123BIG BK  08",,"5000",,,,,"760","0","1","V","1","210957","12",,,,"00271606","6",,,,,,"6.37","WSPT  BIG BK (123-8)","N","WA","SPS","NISQ","CLEAR CREEK HATCHERY","CLEAR CR    11.0013C","2010","3","3F10513  110013CH","3F10513  110013CS","2011"
"R","4.1","20200124","CDFO","CDFO","S1114591","1","2014","20140618","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"580","0","1","V","1","636099","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2011","3","3F10107  030017 H","3F10107  030017 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1114918","1","2014","20140630","R","5","06","40","07","N","3","2MS24P020TRAP SH 05",,"5000",,,,,"800","0","1","V","1","181382","12",,,,"00241606","6",,,,,,"6.08","JFSPT TRAP SH (20-5)","N","BC","FRTH","UPTR","H-Shuswap River, Middle,","S-Shuswap R Low","2010","2","2FS  TOMFH1958","2FS  TOMFS0161","2011"
"R","4.1","20200124","CDFO","CDFO","S1114921","1","2014","20140629","R","5","06","40","07","N","3","2MS24P020TRAP SH 05",,"5000",,,,,"680","0","1","V","1","100201","12",,,,"00241606","6",,,,,,"6.08","JFSPT TRAP SH (20-5)","N","ID","SNAK","UPSN","OXBOW HATCHERY","F SNAKE R","2011","3","4F-1706010100800.00","4F3-17060101008-XUU","2012"
"R","4.1","20200124","CDFO","CDFO","S1114962","1","2014","20140712","R","5","07","40","07","N","3","2MS24P020OTTE PT 05",,"5000",,,,,"700","0","1","V","1","090587","12",,,,"00241607","6",,,,,,"3.99","JFSPT OTTE PT (20-5)","N","OR","SNAK","UPSN","IRRIGON HATCHERY","SNAKE R","2011","7","5F33438  H38    21","5F335    97","2012"
"R","4.1","20200124","CDFO","CDFO","S1114969","1","2014","20140630","R","5","06","40","07","N","3","2MS24P020TRAP SH 05",,"5000",,,,,"700","0","1","V","1","182068","12",,,,"00241606","6",,,,,,"6.08","JFSPT TRAP SH (20-5)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S1114992","1","2014","20140708","R","5","07","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"810","0","1","V","1","181584","12",,,,"00621607","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S1115525","1","2014","20140629","R","5","06","40","07","N","3","2MS62P016EGMONT  09",,"5000",,,,,"670","0","1","V","1","181588","12",,,,"00621606","3",,,,,,"4","GSSPTCEGMONT (16-9)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S1117024","1","2014","20140628","R","5","06","40","07","N","3","2MS27P124LONG BE 03",,"5000",,,,,,,,"V","1","635283","12",,,,"00271606","6",,,,,,"6.37","WSPT  LONG BE (124-3)","N","WA","HOOD","SKDO","HOODSPORT HATCHERY","FINCH CR     16.0222","2010","3","3F10412  160222 H","3F10412  160222 S","2011"
"R","4.1","20200124","CDFO","CDFO","S1111542","1","2014","20140714","R","5","07","40","07","N","3","2MS27P121SWIF BK 02",,"5000",,,,,,,,"V","1","636092","12",,,,"00271607","6",,,,,,"6.73","WSPT  SWIF BK (121-2)","N","WA","MPS","EKPN","GROVERS CR HATCHERY","GROVERS CR   15.0299","2011","3","3F10510  150299 H","3F10510  150299 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1111550","1","2014","20140712","R","5","07","40","07","N","3","2MS27P121SWIF BK 02",,"5000",,,,,,,,"V","1","055399","12",,,,"00271607","6",,,,,,"6.73","WSPT  SWIF BK (121-2)","N","WA","CECR","WIND","SPRING CR NFH","SPRING CR    29.0159","2011","3","3F42001  290159 H","3F42001  290159 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1111554","1","2014","20140718","R","5","07","40","07","N","3","2MS62P014KITT BE 13",,"5000",,,,,,,,"V","1","181471","12",,,,"00621607","3",,,,,,"4","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Harrison R","2010","3","2FS  LWFRH0154","2FS  LWFRS0229","2011"
"R","4.1","20200124","CDFO","CDFO","S1111570","1","2014","20140708","R","5","07","40","07","N","3","2MS62P014KITT BE 13",,"5000",,,,,"840","0","1","V","1","181590","12",,,,"00621607","3",,,,,,"4","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S1111573","1","2014","20140621","R","5","06","40","07","N","3","2MS62P014KITT BE 13",,"5000",,,,,"750","0","1","V","1","181590","12",,,,"00621606","3",,,,,,"4","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S785178","1","2014","20140611","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"720","0","1","V","1","182068","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S785179","1","2014","20140611","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"740","0","1","V","1","181568","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S785181","1","2014","20140612","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"640","0","1","V","1","181979","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S785185","1","2014","20140601","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"410","0","1","V","1","181570","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S785190","1","2014","20140629","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"580","0","1","V","1","181590","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S785196","1","2014","20140702","R","5","07","40","07","N","3","2MS27M23BAUST IS 08",,"5000",,,,,"610","0","1","V","1","635979","13",,,,"00271607","6",,,,,,"6.73","WSPT  AUST IS (23-8)","N","WA","CECR","KLIC","KLICKITAT HATCHERY (YKFP)","LTL WHITE SALMON-NFH","2010","8","3F42001  300002 H","3F42001  290131 S02","2011"
"R","4.1","20200124","CDFO","CDFO","S1114998","1","2014","20140702","R","5","07","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"640","0","1","V","1","180279","12",,,,"00621607","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S1115000","1","2014","20140618","R","5","06","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"660","0","1","V","1","181975","12",,,,"00621606","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S1118021","1","2014","20140718","R","5","07","40","07","N","3","2MS61P013CAMP RV 05",,"5000",,,,,"600","0","1","V","1","181564","12",,,,"00611607","6",,,,,,"2.71","JSSSPTCAMP RV (13-5)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Harrison R","2011","3","2FS  LWFRH0154","2FS  LWFRS0229","2012"
"R","4.1","20200124","CDFO","CDFO","S1118102","1","2014","20140622","R","5","06","40","07","N","3","2MS62P014KITT BE 13",,"5000",,,,,"740","0","1","V","1","182385","12",,,,"00621606","3",,,,,,"4","GSSPTCKITT BE (14-13)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
