record_code,format_version,submission_date,reporting_agency,sampling_agency,recovery_id,species,run_year,recovery_date,recovery_date_type,period_type,period,fishery,gear,adclip_selective_fishery,estimation_level,recovery_location_code,sampling_site,recorded_mark,sex,weight,weight_code,weight_type,length,length_code,length_type,detection_method,tag_status,tag_code,tag_type,sequential_number,sequential_column_number,sequential_row_number,catch_sample_id,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,estimated_number,recovery_location_name,record_origin,release_location_state,release_location_rmis_region,release_location_rmis_basin,hatchery_location_name,stock_location_name,brood_year,run,hatchery_location_code,stock_location_code,last_release_date_year
"R","4.1","20200204","CDFO","CDFO","S1342061","1","2019","201908","C","5","08","40","07","N","4","2MS24P020",,"5000",,,,,,,,"V","1","183693","12",,,,,"3",,,,,,"11.34","JFSPT        P020","N","BC","WCVI","SWVI","H-Robertson Creek H","S-Robertson Cr","2015","3","2FS  SWVIH0104","2FS  SWVIS0104","2016"
"R","4.1","20200124","CDFO","CDFO","S570636","1","2014","20140510","R","5","05","40","07","N","3","2MS23P017FIVE FI 12",,"5000",,,,,"740","0","1","V","1","181590","12",,,,"00231605","3",,,,,,"4.04","GSPTS FIVE FI (17-12)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S785227","1","2014","20140217","R","5","02","40","07","N","3","2MS28M23ANAHM BY 02",,"5000",,,,,"610","0","1","V","1","635899","12",,,,"00281602","3",,,,,,"3.59","ACSPT NAHM BY (23-2)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2010","1","3F10208  031421 H","3F10208  030176 S","2012"
"R","4.1","20200124","CDFO","CDFO","S792983","1","2014","20140202","R","5","02","40","07","N","4","2MS24M19BFLAGPOL 03",,"5000",,,,,"610","0","1","V","1","635768","12",,,,,"3",,,,,,"6.5","JFSPT FLAGPOL (19-3)","N","WA","HOOD","SKDO","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","2010","3","3F10412  160005 H","3F10412  160005 S","2011"
"R","4.1","20200124","CDFO","CDFO","S1111424","1","2014","20140101","R","5","01","40","07","N","4","2MS24M19BPEDD BY 05",,"5000",,,,,"670","0","1","V","1","635899","12",,,,,"3",,,,,,"7.2","JFSPT PEDD BY (19-5)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2010","1","3F10208  031421 H","3F10208  030176 S","2012"
"R","4.1","20200124","CDFO","CDFO","S457185","1","2014","20140105","R","5","01","40","07","N","4","2MS24M19BVICTORI 01",,"5000",,,,,"550","0","1","V","1","211005","12",,,,,"3",,,,,,"7.2","JFSPT VICTORI (19-1)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1111407","1","2014","20140225","R","5","02","40","07","N","4","2MS24M19BPEDD BY 05",,"5000",,,,,"450","0","1","V","1","636096","12",,,,,"3",,,,,,"6.5","JFSPT PEDD BY (19-5)","N","WA","SPS","EKPS","MINTER CR HATCHERY","WHITE R      10.0031","2011","1","3F10513  150048 H","3F10511  100031 S","2012"
"R","4.1","20200124","CDFO","CDFO","S535842","1","2014","20140428","R","5","04","40","07","N","3","2MS23P29M",,"5000",,,,,"670","0","1","V","1","182385","12",,,,"00231604","3",,,,,,"4.94","GSPTS        P29M","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2011","3","2FS  LWFRH0107","2FS  LWFRS0107","2012"
"R","4.1","20200124","CDFO","CDFO","S553466","1","2014","20140505","R","5","05","40","07","N","3","2MS62P014FREN CR 01",,"5000",,,,,"690","0","1","V","1","181570","12",,,,"00621605","3",,,,,,"4","GSSPTCFREN CR (14-1)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S555392","1","2014","20140312","R","5","03","40","07","N","4","2MS24P020BECH BY 05",,"5000",,,,,"770","0","1","V","1","635683","12",,,,,"3",,,,,,"6.58","JFSPT BECH BY (20-5)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2010","1","3F10107  010406 H","3F10107  010120 S","2011"
"R","4.1","20200124","CDFO","CDFO","S555756","1","2014","20140204","R","5","02","40","07","N","3","2MS23M19A",,"5000",,,,,"640","0","1","V","1","211011","12",,,,"00231602","3",,,,,,"4.94","GSPTS        M19A","N","WA","MPS","EKPN","GROVERS CR HATCHERY","GROVERS CR   15.0299","2011","3","3F10510  150299 H","3F10510  150299 S","2012"
"R","4.1","20200124","CDFO","CDFO","S556787","1","2014","20140414","R","5","04","40","07","N","3","2MS23P017THRA RK 10",,"5000",,,,,,,,"V","1","181473","12",,,,"00231604","3",,,,,,"4.94","GSPTS THRA RK (17-10)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Harrison R","2010","3","2FS  LWFRH0154","2FS  LWFRS0229","2011"
"R","4.1","20200124","CDFO","CDFO","S556788","1","2014","20140503","R","5","05","40","07","N","3","2MS23P017SILV BY 10",,"5000",,,,,"690","0","1","V","1","181194","12",,,,"00231605","3",,,,,,"4.04","GSPTS SILV BY (17-10)","N","BC","GST","GSVI","H-Big Qualicum River H","S-Big Qualicum R","2011","3","2FS  GSVIH0100","2FS  GSVIS0100","2012"
"R","4.1","20200124","CDFO","CDFO","S560443","1","2014","20140321","R","5","03","40","07","N","3","2MS23M19AWAIN RK 07",,"5000",,,,,"690","0","1","V","1","211005","12",,,,"00231603","3",,,,,,"4.94","GSPTS WAIN RK (19-7)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S567918","1","2014","20140331","R","5","03","40","07","N","4","2MS24M19BMACC PT 01",,"5000",,,,,"580","0","1","V","1","211005","12",,,,,"3",,,,,,"6.58","JFSPT MACC PT (19-1)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S567923","1","2014","20140301","R","5","03","40","07","N","4","2MS24M19BALBE HD 03",,"5000",,,,,"590","0","1","V","1","635681","12",,,,,"3",,,,,,"6.58","JFSPT ALBE HD (19-3)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S568933","1","2014","20140120","R","5","01","40","07","N","4","2MS24M19BVICTORI 01",,"5000",,,,,"530","0","1","V","1","060399","12",,,,,"3",,,,,,"7.2","JFSPT VICTORI (19-1)","N","CA","SJOA","SJR","MOK R FISH INS","MOKELUMNE RIVER","2011","3","6FCSJMOK MRFI","6FCSJMOK","2012"
"R","4.1","20200124","CDFO","CDFO","S569534","1","2014","20140323","R","5","03","40","07","N","3","2MS23P29MTWNINE",,"5000",,,,,"750","0","1","V","1","181470","12",,,,"00231603","3",,,,,,"4.94","GSPTS TWNINE (P29M)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Harrison R","2010","3","2FS  LWFRH0154","2FS  LWFRS0229","2011"
"R","4.1","20200124","CDFO","CDFO","S569536","1","2014","20140321","R","5","03","40","07","N","3","2MS23P028GRAC IS 01",,"5000",,,,,"860","0","1","V","1","181590","12",,,,"00231603","3",,,,,,"4.94","GSPTS GRAC IS (28-1)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S577398","1","2014","20140117","R","5","01","40","07","N","4","2MS24M19BESQU HA 02",,"5000",,,,,"560","0","1","V","1","211005","12",,,,,"3",,,,,,"7.2","JFSPT ESQU HA (19-2)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S577415","1","2014","20140428","R","5","04","40","07","N","3","2MS23P017FIVE FI 12",,"5000",,,,,"880","0","1","V","1","181590","12",,,,"00231604","3",,,,,,"4.94","GSPTS FIVE FI (17-12)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S577417","1","2014","20140516","R","5","05","40","07","N","3","2MS23P017FIVE FI 12",,"5000",,,,,"700","0","1","V","1","181496","12",,,,"00231605","3",,,,,,"4.04","GSPTS FIVE FI (17-12)","N","BC","FRTH","LOFR","H-Chehalis River H","S-Harrison R","2011","3","2FS  LWFRH0154","2FS  LWFRS0229","2012"
"R","4.1","20200124","CDFO","CDFO","S577418","1","2014","20140516","R","5","05","40","07","N","3","2MS23P017FIVE FI 12",,"5000",,,,,"700","0","1","V","1","636099","12",,,,"00231605","3",,,,,,"4.04","GSPTS FIVE FI (17-12)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2011","3","3F10107  030017 H","3F10107  030017 S","2012"
"R","4.1","20200124","CDFO","CDFO","S595961","1","2014","20140515","R","5","05","40","07","N","3","2MS62P014FOURTEE",,"5000",,,,,,,,"V","1","181584","12",,,,"00621605","3",,,,,,"4","GSSPTCFOURTEE (P014)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S595967","1","2014","20140515","R","5","05","40","07","N","3","2MS27M23BTWTHREI",,"5000",,,,,,,,"V","1","055406","12",,,,"00271605","3",,,,,,"4","WSPT  TWTHREI (M23B)","N","WA","CECR","WIND","SPRING CR NFH","SPRING CR    29.0159","2010","3","3F42001  290159 H","3F42001  290159 S","2011"
"R","4.1","20200124","CDFO","CDFO","S783000","1","2014","20140510","R","5","05","40","07","N","3","2MS23P017GERA IS 18",,"5000",,,,,"740","0","1","V","1","636099","12",,,,"00231605","3",,,,,,"4.04","GSPTS GERA IS (17-18)","N","WA","NOWA","BESA","SAMISH HATCHERY","SAMISH   (FRIDAY CR)","2011","3","3F10107  030017 H","3F10107  030017 S","2012"
"R","4.1","20200124","CDFO","CDFO","S783047","1","2014","20140428","R","5","04","40","07","N","3","2MS23P017NANAIMO 14",,"5000",,,,,"640","0","1","V","1","181976","12",,,,"00231604","3",,,,,,"4.94","GSPTS NANAIMO (17-14)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S783048","1","2014","20140505","R","5","05","40","07","N","3","2MS23P017NECK PT 21",,"5000",,,,,,,,"V","1","181588","12",,,,"00231605","3",,,,,,"4.04","GSPTS NECK PT (17-21)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S783114","1","2014","20140227","R","5","02","40","07","N","3","2MS23P017TENT IS 06",,"5000",,,,,"640","0","1","V","1","211005","12",,,,"00231602","3",,,,,,"4.94","GSPTS TENT IS (17-6)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S783509","1","2014","20140108","R","5","01","40","07","N","4","2MS24M19BESQUIMA 03",,"5000",,,,,,,,"V","1","635681","12",,,,,"3",,,,,,"7.2","JFSPT ESQUIMA (19-3)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S783514","1","2014","20140104","R","5","01","40","07","N","4","2MS24M19BESQUIMA 03",,"5000",,,,,"680","0","1","V","1","210963","12",,,,,"3",,,,,,"7.2","JFSPT ESQUIMA (19-3)","N","WA","MPS","EKPN","GROVERS CR HATCHERY","GROVERS CR   15.0299","2010","3","3F10510  150299 H","3F10510  150299 S","2011"
"R","4.1","20200124","CDFO","CDFO","S784357","1","2014","20140425","R","5","04","40","07","N","3","2MS23P017NANAIMO 14",,"5000",,,,,"760","0","1","V","1","181588","12",,,,"00231604","3",,,,,,"4.94","GSPTS NANAIMO (17-14)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S784583","1","2014","20140301","R","5","03","40","07","N","3","2MS27H23BBAMFIEL",,"5000",,,,,,,,"V","1","635681","12",,,,"00271603","3",,,,,,"4.82","WSPT  BAMFIEL [H23B]","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S784595","1","2014","20140301","R","5","03","40","07","N","3","2MS27M23BTWTHREI",,"5000",,,,,,,,"V","1","210958","12",,,,"00271603","3",,,,,,"4.82","WSPT  TWTHREI (M23B)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2010","2","3F10308  050254AH","3F10308  050135 S","2011"
"R","4.1","20200124","CDFO","CDFO","S784600","1","2014","20140201","R","5","02","40","07","N","3","2MS27H23BBAMFIEL",,"5000",,,,,,,,"V","1","051267","12",,,,"00271602","3",,,,,,"4.82","WSPT  BAMFIEL [H23B]","N","WA","UPCR","WECH","ENTIAT NFH","WELLS HATCHERY","2010","2","3F42001  460042 H","3F42001  470001 S02","2012"
"R","4.1","20200124","CDFO","CDFO","S790772","1","2014","20140124","R","5","01","40","07","N","4","2MS24M19B",,"5000",,,,,"610","0","1","V","1","211005","12",,,,,"3",,,,,,"7.2","JFSPT        M19B","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S790804","1","2014","20140406","R","5","04","40","07","N","3","2MS23P018SATE CH 06",,"5000",,,,,"660","0","1","V","1","181891","12",,,,"00231604","3",,,,,,"4.94","GSPTS SATE CH (18-6)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S790819","1","2014","20140503","R","5","05","40","07","N","4","2MS24M19BSIDN CH 05",,"5000",,,,,"710","0","1","V","1","181984","12",,,,,"3",,,,,,"10.94","JFSPT SIDN CH (19-5)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S790822","1","2014","20140503","R","5","05","40","07","N","4","2MS24M19BJAME IS 05",,"5000",,,,,"740","0","1","V","1","635683","12",,,,,"3",,,,,,"10.94","JFSPT JAME IS (19-5)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2010","1","3F10107  010406 H","3F10107  010120 S","2011"
"R","4.1","20200124","CDFO","CDFO","S791002","1","2014","20140515","R","5","05","40","07","N","3","2MS23P017SEVENTE",,"5000",,,,,,,,"V","1","181588","12",,,,"00231605","3",,,,,,"4.04","GSPTS SEVENTE (P017)","N","BC","FRTH","LOFR","H-Chilliwack River H","S-Chilliwack R","2010","3","2FS  LWFRH0107","2FS  LWFRS0107","2011"
"R","4.1","20200124","CDFO","CDFO","S791177","1","2014","20140101","R","5","01","40","07","N","4","2MS24M19B",,"5000",,,,,"500","0","1","V","1","636095","12",,,,,"3",,,,,,"7.2","JFSPT        M19B","N","WA","SPS","EKPS","MINTER CR HATCHERY","WHITE R      10.0031","2011","1","3F10513  150048 H","3F10511  100031 S","2012"
"R","4.1","20200124","CDFO","CDFO","S791179","1","2014","20140403","R","5","04","40","07","N","4","2MS24M19B",,"5000",,,,,"570","0","1","V","1","636092","12",,,,,"3",,,,,,"4.79","JFSPT        M19B","N","WA","MPS","EKPN","GROVERS CR HATCHERY","GROVERS CR   15.0299","2011","3","3F10510  150299 H","3F10510  150299 S","2012"
"R","4.1","20200124","CDFO","CDFO","S792169","1","2014","20140106","R","5","01","40","07","N","4","2MS24M19BVICTORI 01",,"5000",,,,,"650","0","1","V","1","211005","12",,,,,"3",,,,,,"7.2","JFSPT VICTORI (19-1)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1111425","1","2014","20140101","R","5","01","40","07","N","4","2MS24M19BPEDD BY 05",,"5000",,,,,"450","0","1","V","1","055260","12",,,,,"3",,,,,,"7.2","JFSPT PEDD BY (19-5)","N","WA","CECR","WIND","LTL WHITE SALMON NFH","SPRING CR    29.0159","2011","3","3F42001  290131 H02","3F42001  290159 S","2012"
"R","4.1","20200124","CDFO","CDFO","S457184","1","2014","20140104","R","5","01","40","07","N","4","2MS24M19BVICTORI 01",,"5000",,,,,,,,"V","1","636367","12",,,,,"3",,,,,,"7.2","JFSPT VICTORI (19-1)","N","WA","HOOD","SKDO","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","2011","3","3F10412  160005 H","3F10412  160005 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1111423","1","2014","20140201","R","5","02","40","07","N","4","2MS24P020WHIR BY 05",,"5000",,,,,"540","0","1","V","1","635681","12",,,,,"3",,,,,,"6.5","JFSPT WHIR BY (20-5)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S790727","1","2014","20140201","R","5","02","40","07","N","3","2MS23P018",,"5000",,,,,"740","0","1","V","1","210958","12",,,,"00231602","3",,,,,,"4.94","GSPTS        P018","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2010","2","3F10308  050254AH","3F10308  050135 S","2011"
"R","4.1","20200124","CDFO","CDFO","S457196","1","2014","20140119","R","5","01","40","07","N","4","2MS24M19BVICTORI 01",,"5000",,,,,"550","0","1","V","1","636277","12",,,,,"3",,,,,,"7.2","JFSPT VICTORI (19-1)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2011","1","3F10208  031421 H","3F10208  030176 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1015227","1","2014","20140215","R","5","02","40","07","N","4","2MS24M19BNINETEE",,"5000",,,,,,,,"V","1","636168","12",,,,,"3",,,,,,"6.5","JFSPT NINETEE (M19B)","N","WA","NPS","SNOH","WALLACE R HATCHERY","SKYKOMISH R  07.0012","2011","2","3F10308  070943 H","3F10308  070012 S02","2012"
"R","4.1","20200124","CDFO","CDFO","S792978","1","2014","20140201","R","5","02","40","07","N","4","2MS24M19BSAXE PT 03",,"5000",,,,,,,,"V","1","635593","12",,,,,"3",,,,,,"6.5","JFSPT SAXE PT (19-3)","N","WA","HOOD","SKDO","HOODSPORT HATCHERY","FINCH CR     16.0222","2010","3","3F10412  160222 H","3F10412  160222 S","2012"
"R","4.1","20200124","CDFO","CDFO","S803830","1","2014","20140227","R","5","02","40","07","N","3","2MS23P018COAL IS 06",,"5000",,,,,,,,"V","1","635683","12",,,,"00231602","3",,,,,,"4.94","GSPTS COAL IS (18-6)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2010","1","3F10107  010406 H","3F10107  010120 S","2011"
"R","4.1","20200124","CDFO","CDFO","S790752","1","2014","20140110","R","5","01","40","07","N","4","2MS24P020",,"5000",,,,,"680","0","1","V","1","635769","12",,,,,"3",,,,,,"7.2","JFSPT        P020","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2010","1","3F10208  031421 H","3F10208  030176 S","2011"
"R","4.1","20200124","CDFO","CDFO","S784332","1","2014","20140302","R","5","03","40","07","N","3","2MS27M23BHOWA PT 08",,"5000",,,,,"560","0","1","V","1","636277","12",,,,"00271603","3",,,,,,"4.82","WSPT  HOWA PT (23-8)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2011","1","3F10208  031421 H","3F10208  030176 S","2012"
"R","4.1","20200124","CDFO","CDFO","S1111406","1","2014","20140101","R","5","01","40","07","N","4","2MS24P020SCRE IS 05",,"5000",,,,,"700","0","1","V","1","635292","12",,,,,"3",,,,,,"7.2","JFSPT SCRE IS (20-5)","N","WA","NPS","SNOH","WALLACE R HATCHERY","SKYKOMISH R  07.0012","2009","2","3F10308  070943 H","3F10308  070012 S02","2010"
"R","4.1","20200124","CDFO","CDFO","S792564","1","2014","20140214","R","5","02","40","07","N","4","2MS24M19BPEDD BY 05",,"5000",,,,,"520","0","1","V","1","181979","12",,,,,"3",,,,,,"6.5","JFSPT PEDD BY (19-5)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
"R","4.1","20200124","CDFO","CDFO","S1015225","1","2014","20140131","R","5","01","40","07","N","4","2MS24M19BBROT LE 03",,"5000",,,,,,,,"V","1","635681","12",,,,,"3",,,,,,"7.2","JFSPT BROT LE (19-3)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S457197","1","2014","20140125","R","5","01","40","07","N","4","2MS24M19BVICTORI 01",,"5000",,,,,,,,"V","1","635681","12",,,,,"3",,,,,,"7.2","JFSPT VICTORI (19-1)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2011","1","3F10107  010406 H","3F10107  010120 S","2012"
"R","4.1","20200124","CDFO","CDFO","S420373","1","2014","20140309","R","5","03","40","07","N","3","2MS23P018COAL IS 06",,"5000",,,,,"760","0","1","V","1","210958","12",,,,"00231603","3",,,,,,"4.94","GSPTS COAL IS (18-6)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2010","2","3F10308  050254AH","3F10308  050135 S","2011"
"R","4.1","20200124","CDFO","CDFO","S450494","1","2014","20140128","R","5","01","40","07","N","4","2MS24M19BVICT BW 03",,"5000",,,,,"740","0","1","V","1","635683","12",,,,,"3",,,,,,"7.2","JFSPT VICT BW (19-3)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2010","1","3F10107  010406 H","3F10107  010120 S","2011"
"R","4.1","20200124","CDFO","CDFO","S506350","1","2014","20140515","R","5","05","40","07","N","3","2MS27M23BSAIL RK 08",,"5000",,,,,,,,"V","1","635593","12",,,,"00271605","3",,,,,,"4","WSPT  SAIL RK (23-8)","N","WA","HOOD","SKDO","HOODSPORT HATCHERY","FINCH CR     16.0222","2010","3","3F10412  160222 H","3F10412  160222 S","2012"
"R","4.1","20200124","CDFO","CDFO","S506447","1","2014","20140517","R","5","05","40","07","N","3","2MS27M23BSAIL RK 08",,"5000",,,,,,,,"V","1","055365","12",,,,"00271605","3",,,,,,"4","WSPT  SAIL RK (23-8)","N","WA","CECR","WIND","SPRING CR NFH","SPRING CR    29.0159","2010","3","3F42001  290159 H","3F42001  290159 S","2011"
"R","4.1","20200124","CDFO","CDFO","S513613","1","2014","20140519","R","5","05","40","07","N","3","2MS27P124LONG BE 03",,"5000",,,,,,,,"V","1","055399","12",,,,"00271605","3",,,,,,"4","WSPT  LONG BE (124-3)","N","WA","CECR","WIND","SPRING CR NFH","SPRING CR    29.0159","2011","3","3F42001  290159 H","3F42001  290159 S","2012"
"R","4.1","20200124","CDFO","CDFO","S527475","1","2014","20140507","R","5","05","40","07","N","3","2MS27H024TWFOURO",,"5000",,,,,,,,"V","1","635775","12",,,,"00271605","3",,,,,,"4","WSPT  TWFOURO [H024]","N","WA","UPCR","PRGC","WELLS HATCHERY","WELLS HATCHERY","2010","2","3F42001  470001 H02","3F42001  470001 S02","2011"
"R","4.1","20200124","CDFO","CDFO","S528742","1","2014","20140414","R","5","04","40","07","N","3","2MS27P124PORT PT 03",,"5000",,,,,"850","0","1","V","1","635577","12",,,,"00271604","3",,,,,,"4.82","WSPT  PORT PT (124-3)","N","WA","UPCR","PRGC","TURTLE ROCK HATCHERY","WELLS HATCHERY","2009","2","3F42001  440001 H04","3F42001  470001 S02","2011"
"R","4.1","20200124","CDFO","CDFO","S792500","1","2014","20140418","R","5","04","40","07","N","4","2MS24M19BPEDD BY 05",,"5000",,,,,"610","0","1","V","1","635768","12",,,,,"3",,,,,,"4.79","JFSPT PEDD BY (19-5)","N","WA","HOOD","SKDO","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","2010","3","3F10412  160005 H","3F10412  160005 S","2011"
"R","4.1","20200124","CDFO","CDFO","S792997","1","2014","20140404","R","5","04","40","07","N","4","2MS24P020WHIR BY 05",,"5000",,,,,"760","0","1","V","1","635683","12",,,,,"3",,,,,,"4.79","JFSPT WHIR BY (20-5)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2010","1","3F10107  010406 H","3F10107  010120 S","2011"
"R","4.1","20200124","CDFO","CDFO","S802459","1","2014","20140405","R","5","04","40","07","N","4","2MS24P020OTTE PT 05",,"5000",,,,,"700","0","1","V","1","635769","12",,,,,"3",,,,,,"4.79","JFSPT OTTE PT (20-5)","N","WA","SKAG","UPSK","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","2010","1","3F10208  031421 H","3F10208  030176 S","2011"
"R","4.1","20200124","CDFO","CDFO","S802462","1","2014","20140404","R","5","04","40","07","N","4","2MS24P020SOOK HA 06",,"5000",,,,,"750","0","1","V","1","635683","12",,,,,"3",,,,,,"4.79","JFSPT SOOK HA (20-6)","N","WA","NOWA","NOOK","KENDALL CR HATCHERY","NOOKSACK R   01.0120","2010","1","3F10107  010406 H","3F10107  010120 S","2011"
"R","4.1","20200124","CDFO","CDFO","S803627","1","2014","20140302","R","5","03","40","07","N","3","2MS27H23BBAMFIEL",,"5000",,,,,"530","0","1","V","1","090587","12",,,,"00271603","3",,,,,,"4.82","WSPT  BAMFIEL [H23B]","N","OR","SNAK","UPSN","IRRIGON HATCHERY","SNAKE R","2011","7","5F33438  H38    21","5F335    97","2012"
"R","4.1","20200124","CDFO","CDFO","S803628","1","2014","20140419","R","5","04","40","07","N","3","2MS27P123CP BEAL 01",,"5000",,,,,"610","0","1","V","1","635776","12",,,,"00271604","3",,,,,,"4.82","WSPT  CP BEAL (123-1)","N","WA","UPCR","WECH",,"WENATCHEE R  45.0030","2010","2",,"3F42001  450030 S","2012"
"R","4.1","20200124","CDFO","CDFO","S803819","1","2014","20140411","R","5","04","40","07","N","4","2MS24M19BHAML PT 05",,"5000",,,,,"640","0","1","V","1","211005","12",,,,,"3",,,,,,"4.79","JFSPT HAML PT (19-5)","N","WA","NPS","STIL","WHITEHORSE POND","STILLAGUAMISH R -NF","2011","2","3F10308  050254AH","3F10308  050135 S","2012"
"R","4.1","20200124","CDFO","CDFO","S803847","1","2014","20140410","R","5","04","40","07","N","3","2MS23M19ADEEP CV 07",,"5000",,,,,"640","0","1","V","1","181980","12",,,,"00231604","3",,,,,,"4.94","GSPTS DEEP CV (19-7)","N","BC","GST","GSVI","H-Cowichan River H","S-Cowichan R","2011","3","2FS  GSVIH0118","2FS  GSVIS0118","2012"
