"FISH_NUMBER","DATE_CAPTURED","SPECIES","SHIP_FL","SHIP_SL","SHIP_TL","SHIP_ML","SHIP_WT","OTOLITH","CWT_AGE","GONAD_WT","FIN_CL","SEX","SAMPLE","COMMENTS","TEMPORARY_TAG"
"BCSI-2019125-T05-NA-009","Friday, Oct 4, 2019","OPALESCENT SQUID",67,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-010","Friday, Oct 4, 2019","OPALESCENT SQUID",69,"","","",NA,"","","","","","W","",""
"BCSI-2019125-T05-NA-011","Friday, Oct 4, 2019","OPALESCENT SQUID",65,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-012","Friday, Oct 4, 2019","OPALESCENT SQUID",62,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-013","Friday, Oct 4, 2019","OPALESCENT SQUID",66,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-014","Friday, Oct 4, 2019","OPALESCENT SQUID",66,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-015","Friday, Oct 4, 2019","OPALESCENT SQUID",66,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-016","Friday, Oct 4, 2019","OPALESCENT SQUID",64,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-017","Friday, Oct 4, 2019","OPALESCENT SQUID",58,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-018","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-019","Friday, Oct 4, 2019","OPALESCENT SQUID",69,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-020","Friday, Oct 4, 2019","OPALESCENT SQUID",57,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-021","Friday, Oct 4, 2019","OPALESCENT SQUID",68,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-022","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-023","Friday, Oct 4, 2019","OPALESCENT SQUID",63,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-024","Friday, Oct 4, 2019","OPALESCENT SQUID",66,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-025","Friday, Oct 4, 2019","OPALESCENT SQUID",66,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-026","Friday, Oct 4, 2019","OPALESCENT SQUID",57,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-027","Friday, Oct 4, 2019","OPALESCENT SQUID",67,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-028","Friday, Oct 4, 2019","OPALESCENT SQUID",65,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-029","Friday, Oct 4, 2019","OPALESCENT SQUID",66,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-030","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",NA,"","","","","","","",""
"BCSI-2019125-T05-NA-001","Friday, Oct 4, 2019","MOON JELLY",230,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T06-NA-001","Friday, Oct 4, 2019","OPALESCENT SQUID",51,"","","",4,"","","","","","W","",""
"BCSI-2019125-T06-NA-002","Friday, Oct 4, 2019","OPALESCENT SQUID",62,"","","",7,"","","","","","W","",""
"BCSI-2019125-T06-NA-003","Friday, Oct 4, 2019","OPALESCENT SQUID",57,"","","",8,"","","","","","W","",""
"BCSI-2019125-T06-NA-004","Friday, Oct 4, 2019","OPALESCENT SQUID",58,"","","",6,"","","","","","W","",""
"BCSI-2019125-T06-NA-005","Friday, Oct 4, 2019","OPALESCENT SQUID",55,"","","",6,"","","","","","W","",""
"BCSI-2019125-T06-NA-006","Friday, Oct 4, 2019","OPALESCENT SQUID",55,"","","",7,"","","","","","W","",""
"BCSI-2019125-T06-NA-007","Friday, Oct 4, 2019","OPALESCENT SQUID",54,"","","",7,"","","","","","W","",""
"BCSI-2019125-T06-NA-008","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",6,"","","","","","W","",""
"BCSI-2019125-T06-NA-009","Friday, Oct 4, 2019","OPALESCENT SQUID",64,"","","",9,"","","","","","W","",""
"BCSI-2019125-T06-NA-010","Friday, Oct 4, 2019","OPALESCENT SQUID",48,"","","",3,"","","","","","W","",""
"BCSI-2019125-T06-NA-011","Friday, Oct 4, 2019","OPALESCENT SQUID",50,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-012","Friday, Oct 4, 2019","OPALESCENT SQUID",56,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-013","Friday, Oct 4, 2019","OPALESCENT SQUID",52,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-014","Friday, Oct 4, 2019","OPALESCENT SQUID",47,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-015","Friday, Oct 4, 2019","OPALESCENT SQUID",55,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-016","Friday, Oct 4, 2019","OPALESCENT SQUID",68,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-017","Friday, Oct 4, 2019","OPALESCENT SQUID",52,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-018","Friday, Oct 4, 2019","OPALESCENT SQUID",56,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-019","Friday, Oct 4, 2019","OPALESCENT SQUID",63,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-020","Friday, Oct 4, 2019","OPALESCENT SQUID",62,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-021","Friday, Oct 4, 2019","OPALESCENT SQUID",60,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-022","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-023","Friday, Oct 4, 2019","OPALESCENT SQUID",63,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-024","Friday, Oct 4, 2019","OPALESCENT SQUID",51,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-025","Friday, Oct 4, 2019","OPALESCENT SQUID",53,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-026","Friday, Oct 4, 2019","OPALESCENT SQUID",61,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-027","Friday, Oct 4, 2019","OPALESCENT SQUID",59,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-028","Friday, Oct 4, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-029","Friday, Oct 4, 2019","OPALESCENT SQUID",64,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-030","Friday, Oct 4, 2019","OPALESCENT SQUID",51,"","","",NA,"","","","","","","",""
"BCSI-2019125-T06-NA-001","Friday, Oct 4, 2019","SABLEFISH",245,"","","",132,"","","","","","","",""
"BCSI-2019125-T06-NA-002","Friday, Oct 4, 2019","SABLEFISH",213,"","","",85,"","","","","","","",""
"BCSI-2019125-T06-NA-001","Friday, Oct 4, 2019","MOON JELLY",235,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T06-NA-002","Friday, Oct 4, 2019","MOON JELLY",114,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-T06-NA-003","Friday, Oct 4, 2019","MOON JELLY",131,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD04-NA-001","Saturday, Oct 5, 2019","MOON JELLY",180,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD04-124-001","Saturday, Oct 5, 2019","CHINOOK",232,"","","",156,"CK-1-C9","","","","","W","",""
"BCSI-2019125-QCSD04-NA-001","Saturday, Oct 5, 2019","SABLEFISH",224,"","","",94,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-002","Saturday, Oct 5, 2019","SABLEFISH",236,"","","",113,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-003","Saturday, Oct 5, 2019","SABLEFISH",236,"","","",110,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-004","Saturday, Oct 5, 2019","SABLEFISH",231,"","","",118,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-005","Saturday, Oct 5, 2019","SABLEFISH",248,"","","",130,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-006","Saturday, Oct 5, 2019","SABLEFISH",220,"","","",96,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-007","Saturday, Oct 5, 2019","SABLEFISH",242,"","","",130,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-008","Saturday, Oct 5, 2019","SABLEFISH",226,"","","",99,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-009","Saturday, Oct 5, 2019","SABLEFISH",239,"","","",118,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-010","Saturday, Oct 5, 2019","SABLEFISH",245,"","","",125,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-011","Saturday, Oct 5, 2019","SABLEFISH",233,"","","",112,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-012","Saturday, Oct 5, 2019","SABLEFISH",236,"","","",119,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-013","Saturday, Oct 5, 2019","SABLEFISH",232,"","","",112,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-014","Saturday, Oct 5, 2019","SABLEFISH",232,"","","",105,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-001","Saturday, Oct 5, 2019","OPALESCENT SQUID",51,"","","",4,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-002","Saturday, Oct 5, 2019","OPALESCENT SQUID",52,"","","",4,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-003","Saturday, Oct 5, 2019","OPALESCENT SQUID",54,"","","",6,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-004","Saturday, Oct 5, 2019","OPALESCENT SQUID",55,"","","",5,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-005","Saturday, Oct 5, 2019","OPALESCENT SQUID",54,"","","",4,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-006","Saturday, Oct 5, 2019","OPALESCENT SQUID",56,"","","",5,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-007","Saturday, Oct 5, 2019","OPALESCENT SQUID",53,"","","",6,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-008","Saturday, Oct 5, 2019","OPALESCENT SQUID",49,"","","",3,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-009","Saturday, Oct 5, 2019","OPALESCENT SQUID",46,"","","",3,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-010","Saturday, Oct 5, 2019","OPALESCENT SQUID",51,"","","",5,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-011","Saturday, Oct 5, 2019","OPALESCENT SQUID",50,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-012","Saturday, Oct 5, 2019","OPALESCENT SQUID",35,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-013","Saturday, Oct 5, 2019","OPALESCENT SQUID",46,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-014","Saturday, Oct 5, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-015","Saturday, Oct 5, 2019","OPALESCENT SQUID",24,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-016","Saturday, Oct 5, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-017","Saturday, Oct 5, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-018","Saturday, Oct 5, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-019","Saturday, Oct 5, 2019","OPALESCENT SQUID",40,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-020","Saturday, Oct 5, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-021","Saturday, Oct 5, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-022","Saturday, Oct 5, 2019","OPALESCENT SQUID",57,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-023","Saturday, Oct 5, 2019","OPALESCENT SQUID",55,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-024","Saturday, Oct 5, 2019","OPALESCENT SQUID",36,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-025","Saturday, Oct 5, 2019","OPALESCENT SQUID",46,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-026","Saturday, Oct 5, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-027","Saturday, Oct 5, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-028","Saturday, Oct 5, 2019","OPALESCENT SQUID",36,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-029","Saturday, Oct 5, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-030","Saturday, Oct 5, 2019","OPALESCENT SQUID",41,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD04-NA-001","Saturday, Oct 5, 2019","HERRING",113,"","","",18,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-001","Saturday, Oct 5, 2019","OPALESCENT SQUID",50,"","","",3,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-002","Saturday, Oct 5, 2019","OPALESCENT SQUID",58,"","","",6,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-003","Saturday, Oct 5, 2019","OPALESCENT SQUID",50,"","","",4,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-004","Saturday, Oct 5, 2019","OPALESCENT SQUID",42,"","","",3,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-005","Saturday, Oct 5, 2019","OPALESCENT SQUID",52,"","","",4,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-006","Saturday, Oct 5, 2019","OPALESCENT SQUID",52,"","","",3,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-007","Saturday, Oct 5, 2019","OPALESCENT SQUID",51,"","","",5,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-008","Saturday, Oct 5, 2019","OPALESCENT SQUID",51,"","","",4,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-009","Saturday, Oct 5, 2019","OPALESCENT SQUID",45,"","","",3,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-010","Saturday, Oct 5, 2019","OPALESCENT SQUID",48,"","","",3,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-011","Saturday, Oct 5, 2019","OPALESCENT SQUID",45,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-012","Saturday, Oct 5, 2019","OPALESCENT SQUID",44,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-013","Saturday, Oct 5, 2019","OPALESCENT SQUID",42,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-014","Saturday, Oct 5, 2019","OPALESCENT SQUID",46,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-015","Saturday, Oct 5, 2019","OPALESCENT SQUID",60,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-016","Saturday, Oct 5, 2019","OPALESCENT SQUID",35,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-017","Saturday, Oct 5, 2019","OPALESCENT SQUID",40,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-018","Saturday, Oct 5, 2019","OPALESCENT SQUID",46,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-019","Saturday, Oct 5, 2019","OPALESCENT SQUID",47,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-020","Saturday, Oct 5, 2019","OPALESCENT SQUID",53,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-021","Saturday, Oct 5, 2019","OPALESCENT SQUID",49,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-022","Saturday, Oct 5, 2019","OPALESCENT SQUID",50,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-023","Saturday, Oct 5, 2019","OPALESCENT SQUID",48,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-024","Saturday, Oct 5, 2019","OPALESCENT SQUID",44,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-025","Saturday, Oct 5, 2019","OPALESCENT SQUID",52,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-026","Saturday, Oct 5, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-027","Saturday, Oct 5, 2019","OPALESCENT SQUID",13,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-028","Saturday, Oct 5, 2019","OPALESCENT SQUID",48,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-029","Saturday, Oct 5, 2019","OPALESCENT SQUID",49,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-030","Saturday, Oct 5, 2019","OPALESCENT SQUID",39,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-001","Saturday, Oct 5, 2019","SABLEFISH",247,"","","",152,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-002","Saturday, Oct 5, 2019","SABLEFISH",238,"","","",130,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-003","Saturday, Oct 5, 2019","SABLEFISH",214,"","","",85,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-004","Saturday, Oct 5, 2019","SABLEFISH",225,"","","",111,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-005","Saturday, Oct 5, 2019","SABLEFISH",228,"","","",119,"","","","","","W","",""
"BCSI-2019125-QCSD05-NA-006","Saturday, Oct 5, 2019","SABLEFISH",235,"","","",116,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-007","Saturday, Oct 5, 2019","SABLEFISH",263,"","","",164,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-008","Saturday, Oct 5, 2019","SABLEFISH",236,"","","",137,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-009","Saturday, Oct 5, 2019","SABLEFISH",218,"","","",108,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-010","Saturday, Oct 5, 2019","SABLEFISH",230,"","","",106,"","","","","","","",""
"BCSI-2019125-QCSD05-NA-001","Saturday, Oct 5, 2019","MOON JELLY",185,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-002","Saturday, Oct 5, 2019","MOON JELLY",269,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-003","Saturday, Oct 5, 2019","MOON JELLY",213,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-004","Saturday, Oct 5, 2019","MOON JELLY",245,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-005","Saturday, Oct 5, 2019","MOON JELLY",190,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-006","Saturday, Oct 5, 2019","MOON JELLY",206,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-007","Saturday, Oct 5, 2019","MOON JELLY",215,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-008","Saturday, Oct 5, 2019","MOON JELLY",175,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-009","Saturday, Oct 5, 2019","MOON JELLY",212,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-010","Saturday, Oct 5, 2019","MOON JELLY",290,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-011","Saturday, Oct 5, 2019","MOON JELLY",141,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-012","Saturday, Oct 5, 2019","MOON JELLY",182,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-NA-013","Saturday, Oct 5, 2019","MOON JELLY",295,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD05-112-001","Saturday, Oct 5, 2019","CHUM",225,"","","",128,"CM-1-G10","","","","","W","",""
"BCSI-2019125-QCSD05-112-002","Saturday, Oct 5, 2019","CHUM",229,"","","",119,"CM-1-G11","","","","","W","",""
"BCSI-2019125-QCSD05-112-003","Saturday, Oct 5, 2019","CHUM",213,"","","",93,"CM-1-G12","","","","","W","",""
"BCSI-2019125-QCSD06-NA-001","Saturday, Oct 5, 2019","CHINOOK ADULT",311,"","","",422,"CK-1-C10","","","AD","F","M","",""
"BCSI-2019125-QCSD06-NA-002","Saturday, Oct 5, 2019","CHINOOK ADULT",358,"","","",585,"CK-1-C11","","","","F","M","",""
"BCSI-2019125-QCSD06-NA-003","Saturday, Oct 5, 2019","CHINOOK ADULT",539,"","","",1919,"CK-1-C12","","","","M","M","",""
"BCSI-2019125-QCSD06-115-001","Saturday, Oct 5, 2019","COHO",268,"","","",230,"CO-1-B2","","","","","W","LARVAL FISH",""
"BCSI-2019125-QCSD06-115-002","Saturday, Oct 5, 2019","COHO",258,"","","",203,"CO-1-B3","","","","","W","MEG",""
"BCSI-2019125-QCSD06-NA-001","Saturday, Oct 5, 2019","OPALESCENT SQUID",48,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-002","Saturday, Oct 5, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-003","Saturday, Oct 5, 2019","OPALESCENT SQUID",14,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-004","Saturday, Oct 5, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-005","Saturday, Oct 5, 2019","OPALESCENT SQUID",15,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-006","Saturday, Oct 5, 2019","OPALESCENT SQUID",49,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-007","Saturday, Oct 5, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-008","Saturday, Oct 5, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-009","Saturday, Oct 5, 2019","OPALESCENT SQUID",48,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-010","Saturday, Oct 5, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-011","Saturday, Oct 5, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-012","Saturday, Oct 5, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-013","Saturday, Oct 5, 2019","OPALESCENT SQUID",32,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-014","Saturday, Oct 5, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-015","Saturday, Oct 5, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-016","Saturday, Oct 5, 2019","OPALESCENT SQUID",26,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-017","Saturday, Oct 5, 2019","OPALESCENT SQUID",47,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-018","Saturday, Oct 5, 2019","OPALESCENT SQUID",39,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-019","Saturday, Oct 5, 2019","OPALESCENT SQUID",37,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-020","Saturday, Oct 5, 2019","OPALESCENT SQUID",25,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-021","Saturday, Oct 5, 2019","OPALESCENT SQUID",19,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-022","Saturday, Oct 5, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-023","Saturday, Oct 5, 2019","OPALESCENT SQUID",23,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-024","Saturday, Oct 5, 2019","OPALESCENT SQUID",28,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-025","Saturday, Oct 5, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-026","Saturday, Oct 5, 2019","OPALESCENT SQUID",30,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-027","Saturday, Oct 5, 2019","OPALESCENT SQUID",31,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-028","Saturday, Oct 5, 2019","OPALESCENT SQUID",38,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-029","Saturday, Oct 5, 2019","OPALESCENT SQUID",20,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-030","Saturday, Oct 5, 2019","OPALESCENT SQUID",33,"","","",NA,"","","","","","","",""
"BCSI-2019125-QCSD06-NA-001","Saturday, Oct 5, 2019","MOON JELLY",290,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCSD06-NA-002","Saturday, Oct 5, 2019","MOON JELLY",289,"","","",NA,"","","","","","","BELL DIAMETER",""
"BCSI-2019125-QCST06-NA-001","Saturday, Oct 5, 2019","HERRING",205,"","","",91,"","","","","","","",""
"BCSI-2019125-QCST06-112-001","Saturday, Oct 5, 2019","CHUM",232,"","","",130,"CM-1-H1","","","","","W","",""
"BCSI-2019125-QCST06-112-002","Saturday, Oct 5, 2019","CHUM",209,"","","",94,"CM-1-H2","","","","","W","",""
"BCSI-2019125-QCST06-112-003","Saturday, Oct 5, 2019","CHUM",210,"","","",101,"CM-1-H3","","","","","W","",""
"BCSI-2019125-QCST06-112-004","Saturday, Oct 5, 2019","CHUM",216,"","","",113,"CM-1-H4","","","","","W","",""
"BCSI-2019125-QCST06-112-005","Saturday, Oct 5, 2019","CHUM",213,"","","",109,"CM-1-H5","","","","","W","",""
"BCSI-2019125-QCST06-112-006","Saturday, Oct 5, 2019","CHUM",220,"","","",116,"CM-1-H6","","","","","M","",""
"BCSI-2019125-QCST06-112-007","Saturday, Oct 5, 2019","CHUM",212,"","","",108,"CM-1-H7","","","","","M","",""
"BCSI-2019125-QCST06-112-008","Saturday, Oct 5, 2019","CHUM",219,"","","",105,"CM-1-H8","","","","","M","",""
"BCSI-2019125-QCST06-112-009","Saturday, Oct 5, 2019","CHUM",204,"","","",92,"CM-1-H9","","","","","M","",""
"BCSI-2019125-QCST06-112-010","Saturday, Oct 5, 2019","CHUM",226,"","","",127,"CM-1-H10","","","","","M","",""
"BCSI-2019125-QCST06-112-011","Saturday, Oct 5, 2019","CHUM",220,"","","",112,"","","","","","","",""
"BCSI-2019125-QCST06-112-012","Saturday, Oct 5, 2019","CHUM",231,"","","",126,"","","","","","","",""
