"fish","event","fl","circ","wt","size","clip","dna","acoustic","pit","date","lat","long"
"CK01","CT2019_001",84,50,16.0186367126625,"large","N",401,7689,"989.001030620028","11/7/2019",48.7902166666667,-126.025983333333
"CK02","CT2019_002",77,43,10.8601017366281,"large","N",402,7690,"989.001030620046","11/7/2019",48.7955666666667,-126.08185
"CK03","CT2019_003",71,43,10.0138600428649,"medium","N",403,NA,"989.001030620047","11/7/2019",48.7961333333333,-126.12025
"CK04","CT2019_007",68,44,10.0420070759457,"medium","N",404,7691,"989.001030620024","11/7/2019",48.7787666666667,-126.10955
"CK05","CT2019_007",52,30,3.5698676102505,"sublegal","N",405,NA,NA,"11/7/2019",48.7787666666667,-126.10955
"CK06","CT2019_012",84,45,12.9750957372566,"large","N",406,7692,"989.001030620005","11/7/2019",48.7815333333333,-125.898116666667
"CK07","CT2019_013",38,23,1.53336492951401,"sublegal","N",407,NA,"989.001030619985","11/7/2019",48.7752,-125.855516666667
"CK08","CT2019_015",70,42,9.41895838704555,"medium","Y",408,7693,"989.001030620029","11/7/2019",48.7669666666667,-125.793016666667
"CK09","CT2019_015",72,43,10.1549003251587,"medium","N",409,NA,"989.001030619968","11/7/2019",48.7669666666667,-125.793016666667
"CK10","CT2019_016",61,38,6.71897902951507,"medium","Y",410,7694,"989.001030619981","12/7/2019",48.6446166666667,-125.633733333333
"CK11","CT2019_016",81,44,11.9618025463471,"large","N",411,7695,"989.001030619996","12/7/2019",48.6446166666667,-125.633733333333
"CK12","CT2019_017",65,46,10.4914442545695,"medium","Y",412,NA,"989.001030620023","12/7/2019",48.6232,-125.639083333333
"CK13","CT2019_017",66,41,8.46287461296692,"medium","Y",413,7696,"989.001030620050","12/7/2019",48.6232,-125.639083333333
"CK14","CT2019_019",61,34,5.37890564966718,"medium","Y",414,NA,"989.001030620015","12/7/2019",48.6084,-125.653316666667
"CK15","CT2019_019",67,40,8.177132645702,"medium","N",415,7697,"989.001030620027","12/7/2019",48.6084,-125.653316666667
"CK16","CT2019_020",80,49,14.6517130465153,"large","N",416,7698,"989.001030619980","12/7/2019",48.6302666666667,-125.623833333333
"CK17","CT2019_020",56,36,5.53604084789616,"medium","N",417,NA,"989.001030620040","12/7/2019",48.6302666666667,-125.623833333333
"CK18","CT2019_021",59,38,6.49868463510473,"medium","N",418,7699,"989.001030620042","12/7/2019",48.6221333333333,-125.622183333333
"CK19","CT2019_021",73,47,12.3005585732086,"medium","Y",419,7700,"989.001030620025","12/7/2019",48.6221333333333,-125.622183333333
"CK20","CT2019_021",78,45,12.0483031845954,"large","N",420,7701,"989.001030620004","12/7/2019",48.6221333333333,-125.622183333333
"CK21","CT2019_021",65,37,6.78770660893463,"medium","N",421,NA,"989.001030619972","12/7/2019",48.6221333333333,-125.622183333333
"CK22","CT2019_021",77,46,12.4283262707977,"large","N",422,7702,"989.001030619991","12/7/2019",48.6221333333333,-125.622183333333
"CK23","CT2019_021",70,43,9.87281976057099,"medium","N",423,NA,"989.001030620058","12/7/2019",48.6221333333333,-125.622183333333
"CK24","CT2019_022",54,33,4.48567595488015,"sublegal","N",424,NA,"989.001030620056","12/7/2019",48.6195666666667,-125.631466666667
"CK25","CT2019_022",64,39,7.42532462932104,"medium","N",425,7703,"989.001030620018","12/7/2019",48.6195666666667,-125.631466666667
"CK26","CT2019_022",72,46,11.6212920973693,"medium","N",426,7704,"989.001030620045","12/7/2019",48.6195666666667,-125.631466666667
"CK27","CT2019_022",59,35,5.51308080194134,"medium","N",427,NA,"989.001030619964","12/7/2019",48.6195666666667,-125.631466666667
"CK28","CT2019_022",53,30,3.63851891044762,"sublegal","N",428,NA,NA,"12/7/2019",48.6195666666667,-125.631466666667
"CK29","CT2019_023",54,31,3.95843396936623,"sublegal","N",429,NA,NA,"12/7/2019",48.63725,-125.621483333333
"CK30","CT2019_023",68,42,9.14984529027282,"medium","N",430,7705,"989.001030620007","12/7/2019",48.63725,-125.621483333333
"CK31","CT2019_023",71,48,12.4780603238294,"medium","N",431,7706,"989.001030619994","12/7/2019",48.63725,-125.621483333333
"CK32","CT2019_023",71,43,10.0138600428649,"medium","N",432,NA,"989.001030619982","12/7/2019",48.63725,-125.621483333333
"CK33","CT2019_024",57,32,4.45226565545088,"medium","N",433,NA,NA,"12/7/2019",48.6238333333333,-125.63405
"CK34","CT2019_024",63,38,6.93927342392539,"medium","N",434,7707,"989.001030619986","12/7/2019",48.6238333333333,-125.63405
"CK35","CT2019_025",62,34,5.46708443080927,"medium","N",435,7708,"989.001030619976","12/7/2019",48.6373333333333,-125.626033333333
"CK36","CT2019_025",72,47,12.1320577708359,"medium","N",436,NA,"989.001030620048","12/7/2019",48.6373333333333,-125.626033333333
"CK37","CT2019_025",72,42,9.68807148381828,"medium","N",437,NA,"989.001030620035","12/7/2019",48.6373333333333,-125.626033333333
"CK38","CT2019_026",76,44,11.2234196731158,"large","N",438,7709,"989.001030620054","15/7/2019",48.9131333333333,-125.539916666667
"CK39","CT2019_026",93,56,22.2466826665457,"large","N",439,NA,"989.001030620011","15/7/2019",48.9131333333333,-125.539916666667
"CK40","CT2019_027",56,33,4.65181210135719,"medium","N",440,NA,"989.001030620052","15/7/2019",48.9272,-125.572383333333
"CK41","CT2019_027",75,47,12.6375601779541,"medium","N",441,NA,"989.001030620041","15/7/2019",48.9272,-125.572383333333
"CK42","CT2019_029",72,41,9.23222685050937,"medium","N",442,NA,"989.001030620049","15/7/2019",48.9123,-125.540366666667
"CK43","CT2019_030",70,42,9.41895838704555,"medium","Y",443,NA,"989.001030619989","15/7/2019",48.9293666666667,-125.57445
"CK44","CT2019_030",67,39,7.77338672132046,"medium","Y",444,NA,"989.001030620020","15/7/2019",48.9293666666667,-125.57445
"CK45","CT2019_030",77,45,11.8938377591519,"large","Y",445,NA,"989.001030620044","15/7/2019",48.9293666666667,-125.57445
"CK46","CT2019_030",71,44,10.4850367998845,"medium","Y",446,7711,"989.001030620016","15/7/2019",48.9293666666667,-125.57445
"CK47","CT2019_033",71,43,10.0138600428649,"medium","N",447,NA,"989.001030619992","15/7/2019",48.91725,-125.55285
"CK48","CT2019_033",63,34,5.55526321195136,"medium","Y",448,NA,"989.001030619983","15/7/2019",48.91725,-125.55285
"CK49","CT2019_034",56,31,4.10504263489831,"medium","N",449,NA,"989.001030619998","15/7/2019",48.9032,-125.622116666667
"CK50","CT2019_035",76,45,11.7393723337084,"large","Y",450,7710,"989.001030620021","15/7/2019",48.8861,-125.668583333333
"CK51","CT2019_036",82,46,13.2353604442262,"large","N",451,7712,"989.001030620022","15/7/2019",48.8742833333333,-125.700566666667
"CK52","CT2019_037",78,46,12.5897331054834,"large","Y",452,NA,"989.001030619974","15/7/2019",48.8562166666667,-125.6898
"CK53","CT2019_040",54,29,3.46414460794693,"sublegal","Y",453,NA,"989.001030619993","15/7/2019",48.8155333333333,-125.611133333333
"CK54","CT2019_041",51,28,3.04994843009094,"sublegal","Y",454,NA,"989.001030620012","15/7/2019",48.82185,-125.572016666667
"CK55","CT2019_042",65,40,7.93303913389,"medium","Y",455,7713,"989.001030620051","15/7/2019",48.83405,-125.5406
"CK56","CT2019_043",64,41,8.20642386711944,"medium","Y",456,NA,"989.001030620059","15/7/2019",48.8516166666667,-125.527533333333
"CK57","CT2019_044",69,43,9.73177947827712,"medium","N",457,NA,"989.001030619962","15/7/2019",48.8700333333333,-125.525133333333
"CK58","CT2019_046",60,35,5.60652284943188,"medium","N",458,NA,"989.001030619977","16/7/2019",48.6461833333333,-125.628783333333
"CK59","CT2019_047",54,30,3.70717021064475,"sublegal","Y",459,NA,"989.001030620010","16/7/2019",48.6246166666667,-125.652883333333
"CK60","CT2019_047",59,31,4.32495563319643,"medium","Y",460,NA,"989.001030619965","16/7/2019",48.6246166666667,-125.652883333333
"CK61","CT2019_047",60,34,5.2907268685251,"medium","N",461,NA,"989.001030620006","16/7/2019",48.6246166666667,-125.652883333333
"CK62","CT2019_047",75,46,12.1055126014264,"medium","Y",462,7714,"989.001030619978","16/7/2019",48.6246166666667,-125.652883333333
"CK63","CT2019_048",62,35,5.79340694441294,"medium","N",463,NA,"989.001030619973","16/7/2019",48.6029833333333,-125.6563
"CK64","CT2019_048",58,34,5.11436930624093,"medium","N",464,NA,"989.001030620017","16/7/2019",48.6029833333333,-125.6563
"CK65","CT2019_048",77,45,11.8938377591519,"large","N",465,7715,"989.001030619968","16/7/2019",48.6029833333333,-125.6563
"CK66","CT2019_048",79,42,10.6299673225228,"large","N",466,7716,"989.001030619997","16/7/2019",48.6029833333333,-125.6563
"CK67","CT2019_048",69,42,9.28440183865918,"medium","Y",467,7717,"989.001030620043","16/7/2019",48.6029833333333,-125.6563
"CK68","CT2019_049",61,35,5.69996489692241,"medium","N",468,NA,"989.001030620033","16/7/2019",48.5883833333333,-125.6697
"CK69","CT2019_049",81,50,15.4465425443531,"large","Y",469,7718,"989.001030620003","16/7/2019",48.5883833333333,-125.6697
"CK70","CT2019_049",68,42,9.14984529027282,"medium","N",470,NA,"989.001030619984","16/7/2019",48.5883833333333,-125.6697
"CK71","CT2019_050",87,49,15.9337379380854,"large","N",471,NA,"989.001030620055","16/7/2019",48.5721,-125.695083333333
"CK72","CT2019_051",83,50,15.8279386565594,"large","N",472,7719,"989.001030620038","16/7/2019",48.5590333333333,-125.726166666667
