ID_NUM,SPECIES,SCIENTIFIC_NAME,SPECIES_URN_LSID,LIFE_STAGE_URN_LABEL,FISH_NUM,DATE_TIME_ISO8601,LOCATION,AREA,TIME_PER,LATITUDE,LONGITUDE,LENGTH,TAG,OTOLITHS,OTOLITH,TRAY_CELL,SCALE,PRESERV,TAG_CODE,SPECIES_AC,SPECIES_AB,BROOD_YEAR,HATCHERY,REL_SITE,PROV_STATE,FIRST_REL,LAST_REL,REMARKS
87-003A,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-04-28T09:45-07:00,BLUE HOUSE POINT,1,1,49.1967,-124.8117,174,TRUE,2,,,XVI-4,F,12-22-34,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,LAST 1987 DATABASE UPDATE 1993-09-02
87-003A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1987-04-28T09:45-07:00,BLUE HOUSE POINT,1,1,49.1967,-124.8117,114,TRUE,2,,,XVI-5,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-003A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1987-04-28T09:45-07:00,BLUE HOUSE POINT,1,1,49.1967,-124.8117,112,TRUE,2,,,XVI-6,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-004A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-04-28T11:15-07:00,POLLY POINT,1,1,49.2142,-124.8183,127,TRUE,2,,,XVI-12,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-004A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1987-04-28T11:15-07:00,POLLY POINT,1,1,49.2142,-124.8183,124,TRUE,2,,,XVI-13,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-004B,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-04-28T12:10-07:00,SPROAT NARROWS,1,1,49.1067,-124.8200,187,TRUE,2,,,XVI-20,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-004E,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),B,1987-04-28T15:15-07:00,CHINA CREEK,1,1,49.1655,-124.8080,177,TRUE,2,,,XVI-21,F,12-22-48,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-005,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-04-28T20:45-07:00/1987-04-28T21:45-07:00,BLUE HOUSE POINT,1,1,49.1967,-124.8167,184,TRUE,2,,,XVI-19,F,12-22-48,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-006A,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-04-29T05:40-07:00/1987-04-29T06:40-07:00,HOIK ISLAND,1,1,49.2350,-124.8317,196,TRUE,2,,,XVI-2,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-006A,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),B,1987-04-29T05:40-07:00/1987-04-29T06:40-07:00,HOIK ISLAND,1,1,49.2350,-124.8317,176,TRUE,2,,,XVI-3,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-010,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-04-29T10:40-07:00,RK BETWEEN N 25-26,1,1,49.2067,-124.8267,130,TRUE,2,,,XVI-23,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-011A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-04-29T11:30-07:00,BETWEEN 19 AND 17,1,1,49.2208,-124.8317,138,TRUE,2,,,XVI-11,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-020,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-04-29T20:17-07:00/1987-04-29T21:30-07:00,BOOM 47,1,1,49.1767,-124.8233,186,TRUE,2,,,XVI-22,F,12-22-34,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-021,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-04-30T05:15-07:00/1987-04-30T06:15-07:00,BOOM 55,1,2,,,177,TRUE,2,,,XVI-14,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-021,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),B,1987-04-30T05:15-07:00/1987-04-30T06:15-07:00,BOOM 55,1,2,,,202,TRUE,2,,,XVI-15,F,12-22-42,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-032,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-06T09:50-07:00,NANAT BAY,2,2,48.8825,-125.0767,132,TRUE,2,,,XIV-14,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-044,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-07T15:15-07:00,SAN MATEO BAY,1,2,48.9468,-124.9982,132,TRUE,2,,,XV-25,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-045,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-07T16:30-07:00,CLIFTON POINT,2,2,48.9223,-125.0547,134,TRUE,2,,,XVI-16,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-045,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),B,1987-05-07T16:30-07:00,CLIFTON POINT,2,2,48.9223,-125.0547,166,TRUE,2,,,XVI-17,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-045,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1987-05-07T16:30-07:00,CLIFTON POINT,2,2,48.9223,-125.0547,132,FALSE,0,,,XVI-18,F,,,COHO,,,,,,,
87-049,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-05-08T06:10-07:00,SW SWISS BOY ISLAND,3,2,48.9122,-125.1527,181,TRUE,2,,,XVI-1,F,12-22-48,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-054A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-08T11:20-07:00,W DIXON ISLAND,2,2,48.8533,-125.1315,134,TRUE,2,,,XVI-7,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-054A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1987-05-08T11:20-07:00,W DIXON ISLAND,2,2,48.8533,-125.1315,126,TRUE,2,,,XVI-8,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-054A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1987-05-08T11:20-07:00,W DIXON ISLAND,2,2,48.8533,-125.1315,136,TRUE,2,,,XVI-9,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-054A,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),D,1987-05-08T11:20-07:00,W DIXON ISLAND,2,2,48.8533,-125.1315,131,TRUE,2,,,XVI-10,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-060B,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-14T11:45-07:00,MACKENZIE ANCHORAGE,2,2,48.8470,-125.1807,149,TRUE,2,,,KCIII-11,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-060C,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-14T12:30-07:00,AGUILAR POINT,2,2,48.8593,-125.1517,146,TRUE,2,,,KCI-19,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-060C,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1987-05-14T12:30-07:00,AGUILAR POINT,2,2,48.8593,-125.1517,139,TRUE,2,,,KCI-20,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-060C,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1987-05-14T12:30-07:00,AGUILAR POINT,2,2,48.8593,-125.1517,147,TRUE,2,,,KCI-21,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-060C,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),D,1987-05-14T12:30-07:00,AGUILAR POINT,2,2,48.8593,-125.1517,147,TRUE,2,,,KCI-22,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-060C,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),E,1987-05-14T12:30-07:00,AGUILAR POINT,2,2,48.8593,-125.1517,152,TRUE,2,,,KCI-23,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-075,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),A,1987-05-16T04:40-07:00/1987-05-16T05:40-07:00,NW CONGREVE ISLAND,2,3,48.9300,-125.0383,200,TRUE,2,,,XIX-14,F,12-21-28,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-079C,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-19T16:45-07:00,MACKENZIE ANCHORAGE,2,3,48.8437,-125.1782,159,TRUE,2,,,KCI-1,F,02-41-42,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-079F,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-20T04:50-07:00,DIXON ISLAND,2,3,48.8557,-125.1233,125,TRUE,2,,,KCII-23,F,02-41-43,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-079F,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),B,1987-05-20T04:50-07:00,DIXON ISLAND,2,3,48.8557,-125.1233,127,TRUE,2,,,KCII-24,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-079F,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),C,1987-05-20T04:50-07:00,DIXON ISLAND,2,3,48.8557,-125.1233,137,FALSE,2,,,KCII-25,F,NO PIN,,COHO,,,,,,,
87-079F,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),D,1987-05-20T04:50-07:00,DIXON ISLAND,2,3,48.8557,-125.1233,115,TRUE,2,,,KCIII-1,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-079F,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),E,1987-05-20T04:50-07:00,DIXON ISLAND,2,3,48.8557,-125.1233,127,TRUE,2,,,KCIII-2,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-079G,COHO SALMON SMOLT,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,SDN:S11::S1173 (smolt),A,1987-05-20T05:45-07:00,OHIAT ISLAND,3,3,48.8587,-125.1812,146,TRUE,2,,,KCI-25,F,02-41-41,COHO,COHO,85,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,4/10/1987,4/20/1987,
87-080A,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1987-05-20T15:20-07:00,OFF BOOM 45,1,3,,,80,TRUE,2,,,XIII-10,F,02-45-14,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-080A,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),B,1987-05-20T15:20-07:00,OFF BOOM 45,1,3,,,84,TRUE,2,,,XIII-11,F,02-45-17,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-080A,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),C,1987-05-20T15:20-07:00,OFF BOOM 45,1,3,,,84,TRUE,2,,,XIII-12,F,02-46-46,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-080A,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),D,1987-05-20T15:20-07:00,OFF BOOM 45,1,3,,,84,TRUE,2,,,XIII-13,F,02-45-15,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-080A,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),E,1987-05-20T15:20-07:00,OFF BOOM 45,1,3,,,90,TRUE,2,,,XIII-14,F,02-45-15,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-080A,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),F,1987-05-20T15:20-07:00,OFF BOOM 45,1,3,,,84,TRUE,2,,,XIII-15,F,02-45-14,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,65,TRUE,2,,,XI-17,F,02-46-44,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),B,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,83,TRUE,2,,,XI-18,F,02-45-14,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),C,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,83,FALSE,2,,,XI-19,F,NO PIN,,CHIN,,,,,,,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),D,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,77,TRUE,2,,,XI-20,F,02-45-16,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),E,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,85,TRUE,2,,,XI-21,F,02-45-14,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),F,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,75,TRUE,2,,,XI-22,F,02-45-16,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),G,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,76,TRUE,2,,,XI-23,F,02-45-17,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),H,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,87,TRUE,2,,,XI-24,F,02-43-62,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/30/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),I,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,84,TRUE,2,,,XI-25,F,02-45-17,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),J,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,74,TRUE,2,,,XII-1,F,NO DATA,,CHIN,,,,,,,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),K,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,74,TRUE,2,,,XII-2,F,02-42-56,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/10/1987,5/30/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),L,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,76,TRUE,2,,,XII-3,F,02-46-44,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),M,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,83,TRUE,2,,,XII-4,F,02-45-15,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),N,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,81,TRUE,2,,,XII-5,F,02-45-15,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),O,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,78,TRUE,2,,,XII-6,F,02-46-47,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),P,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,80,TRUE,2,,,XII-7,F,02-45-15,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-081,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),Q,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,191,TRUE,2,,,XVII-1,F,12-22-20,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,5/12/1987,
87-081,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),R,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,170,TRUE,2,,,XVII-2,F,12-21-28,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-081,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),S,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,185,TRUE,2,,,XVII-3,F,12-22-50,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,4/21/1987,
87-081,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),T,1987-05-20T16:45-07:00,OFF BLUE HOUSE POINT,1,3,49.1967,-124.8167,176,TRUE,2,,,XVII-4,F,12-22-20,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,5/12/1987,
87-082,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),A,1987-05-20T17:40-07:00,POLLY POINT,1,3,49.2142,-124.8183,82,TRUE,2,,,XV-20,F,02-46-48,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-082,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),B,1987-05-20T17:40-07:00,POLLY POINT,1,3,49.2142,-124.8183,83,TRUE,2,,,XV-21,F,02-45-14,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-082,CHINOOK SALMON SMOLT,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,SDN:S11::S1173 (smolt),C,1987-05-20T17:40-07:00,POLLY POINT,1,3,49.2142,-124.8183,73,TRUE,2,,,XV-22,F,02-45-20,CHINOOK,CHIN,86,0104-ROBERTSON CREEK,0104-ROBERTSON CREEK,BC,5/15/1987,5/22/1987,
87-082,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),D,1987-05-20T17:40-07:00,POLLY POINT,1,3,49.2142,-124.8183,191,TRUE,2,,,XVIII-18,F,12-22-20,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,5/12/1987,
87-082,STEELHEAD SALMON SMOLT,Oncorhynchus mykiss,urn:lsid:marinespecies.org:taxname:127185,SDN:S11::S1173 (smolt),E,1987-05-20T17:40-07:00,POLLY POINT,1,3,49.2142,-124.8183,169,TRUE,2,,,XVIII-19,F,12-22-20,STEELHE,STEEL,86,0104-ROBERTSON CREEK,0090-SOMASS RIVER,BC,,5/12/1987,
